Iteration,schedules
1,"[(147, 8), (75, 6), (148, 12), (188, 12), (227, 12), (129, 11), (189, 13), (168, 13), (222, 3), (200, 11), (72, 11), (173, 6), (62, 15), (78, 6), (73, 6), (117, 8), (201, 5), (108, 13), (169, 8), (130, 15), (19, 5), (142, 12), (29, 15), (191, 13), (143, 5), (45, 2), (74, 8), (33, 1), (118, 6), (46, 1), (79, 9), (150, 7), (14, 8), (229, 5), (24, 9), (47, 9), (224, 7), (192, 4), (153, 3), (170, 14), (131, 11), (32, 9), (174, 15), (165, 2), (193, 1), (228, 4), (171, 13), (26, 5), (202, 4), (63, 9), (190, 8), (151, 3), (172, 9), (198, 2), (95, 4), (166, 11), (66, 4), (175, 7), (102, 10), (152, 4), (76, 11), (104, 2), (156, 13), (167, 7), (176, 4), (180, 6), (48, 10), (87, 6), (135, 10), (181, 8), (96, 14), (99, 11), (122, 3), (1, 5), (77, 12), (182, 13), (203, 15), (178, 14), (97, 7), (183, 14), (67, 14), (194, 14), (10, 1), (187, 9), (105, 1), (2, 15), (51, 3), (213, 3), (15, 3), (223, 12), (98, 2), (136, 11), (123, 9), (119, 14), (88, 10), (216, 13), (11, 11), (195, 5), (157, 2), (100, 7), (27, 4), (92, 12), (80, 15), (218, 2), (149, 11), (81, 14), (106, 4), (28, 8), (84, 12), (124, 15), (30, 8), (16, 13), (12, 9), (126, 11), (103, 4), (52, 5), (68, 8), (128, 11), (196, 8), (125, 5), (158, 1), (177, 6), (185, 14), (219, 7), (13, 10), (159, 9), (85, 1), (57, 13), (137, 4), (17, 7), (146, 7), (101, 10), (127, 2), (49, 4), (71, 7), (93, 7), (225, 6), (109, 13), (160, 11), (144, 13), (197, 3), (40, 12), (112, 12), (59, 8), (152, 13), (164, 13), (94, 10), (82, 15), (3, 15), (154, 10), (58, 6), (18, 3), (132, 6), (107, 15), (162, 14), (145, 3), (133, 13), (146, 7), (4, 7), (89, 13), (186, 7), (214, 10), (53, 2), (155, 6), (5, 12), (25, 4), (163, 4), (90, 14), (6, 11), (9, 3), (184, 13), (110, 7), (156, 6), (50, 5), (164, 5), (18, 10), (41, 14), (120, 13), (121, 6), (31, 2), (134, 12), (7, 2), (8, 10), (199, 15), (113, 12), (9, 13), (86, 5), (204, 12), (179, 2), (114, 3), (220, 11), (60, 15), (205, 8), (115, 12), (137, 13), (61, 10), (83, 4), (206, 2), (221, 12), (111, 5), (114, 2), (42, 4), (91, 6), (94, 10), (207, 4), (215, 14), (226, 9), (116, 14), (43, 7), (37, 15), (38, 13), (44, 10), (86, 1), (217, 14), (208, 3), (209, 15), (211, 5), (210, 9), (212, 5)]"
2,"[(222, 8), (75, 7), (68, 8), (188, 15), (45, 2), (191, 15), (108, 13), (106, 4), (223, 14), (168, 3), (192, 8), (129, 4), (48, 7), (169, 1), (33, 11), (69, 6), (170, 4), (37, 15), (109, 13), (95, 4), (198, 10), (227, 12), (202, 4), (76, 11), (142, 12), (19, 6), (171, 15), (147, 8), (203, 15), (193, 6), (24, 8), (199, 1), (62, 15), (138, 8), (72, 15), (29, 13), (105, 12), (165, 1), (229, 5), (117, 12), (153, 3), (99, 15), (57, 3), (46, 13), (102, 13), (122, 13), (81, 14), (77, 13), (30, 8), (73, 7), (124, 14), (180, 1), (58, 5), (125, 9), (51, 3), (154, 10), (176, 4), (14, 10), (177, 6), (104, 2), (166, 5), (15, 13), (60, 11), (63, 3), (126, 11), (200, 9), (38, 2), (201, 9), (118, 8), (123, 10), (218, 2), (26, 5), (112, 14), (1, 3), (32, 11), (128, 13), (74, 9), (40, 12), (96, 14), (41, 6), (10, 8), (100, 3), (143, 13), (139, 6), (42, 4), (127, 7), (228, 6), (103, 4), (194, 14), (98, 2), (195, 3), (178, 7), (172, 8), (82, 15), (179, 2), (54, 1), (66, 4), (224, 7), (78, 3), (167, 10), (110, 7), (148, 8), (2, 15), (101, 9), (83, 4), (55, 9), (67, 10), (196, 6), (189, 6), (84, 9), (140, 12), (27, 4), (144, 4), (3, 11), (87, 15), (225, 6), (190, 12), (111, 9), (226, 9), (213, 10), (183, 12), (61, 13), (185, 2), (141, 15), (113, 12), (107, 6), (4, 6), (187, 1), (28, 14), (150, 7), (97, 6), (5, 6), (43, 7), (155, 1), (44, 6), (86, 5), (31, 2), (145, 7), (219, 7), (85, 11), (156, 12), (186, 8), (197, 6), (79, 2), (25, 3), (151, 3), (216, 10), (7, 14), (16, 4), (152, 13), (11, 6), (8, 6), (156, 12), (86, 5), (146, 10), (6, 11), (59, 15), (114, 2), (60, 3), (88, 15), (12, 13), (173, 6), (214, 10), (9, 4), (149, 15), (13, 13), (181, 8), (115, 12), (174, 12), (92, 8), (49, 4), (119, 13), (18, 10), (116, 14), (175, 9), (182, 13), (220, 11), (80, 15), (184, 3), (17, 7), (152, 4), (89, 13), (18, 10), (157, 2), (204, 12), (221, 3), (215, 14), (160, 11), (158, 1), (159, 13), (120, 2), (207, 4), (205, 8), (162, 14), (164, 5), (206, 2), (90, 15), (217, 14), (208, 3), (163, 4), (209, 6), (210, 9), (164, 13), (121, 6), (91, 6), (93, 7), (94, 10), (211, 5), (212, 1), (47, 9), (50, 13)]"
3,"[(57, 3), (62, 13), (198, 10), (147, 8), (200, 2), (124, 14), (106, 2), (81, 5), (188, 12), (229, 7), (129, 11), (201, 9), (222, 8), (202, 4), (223, 12), (153, 3), (203, 8), (14, 8), (75, 6), (183, 12), (128, 12), (218, 2), (220, 11), (107, 6), (126, 11), (58, 6), (108, 13), (15, 13), (130, 1), (1, 4), (185, 8), (148, 5), (213, 10), (2, 15), (214, 10), (87, 6), (16, 8), (204, 12), (68, 6), (191, 15), (33, 1), (186, 7), (224, 7), (19, 5), (63, 6), (187, 9), (84, 7), (85, 11), (24, 9), (149, 15), (66, 15), (29, 14), (168, 3), (154, 10), (215, 13), (127, 2), (10, 4), (67, 3), (59, 8), (32, 6), (11, 10), (72, 15), (51, 8), (25, 3), (34, 15), (95, 4), (26, 14), (99, 15), (199, 14), (12, 6), (152, 4), (76, 11), (142, 8), (100, 7), (176, 4), (71, 13), (173, 3), (96, 13), (205, 7), (109, 13), (177, 6), (88, 15), (45, 3), (3, 11), (30, 6), (155, 1), (77, 12), (105, 12), (131, 15), (102, 11), (13, 15), (52, 5), (17, 14), (98, 12), (132, 14), (125, 9), (97, 8), (92, 8), (192, 6), (112, 14), (143, 3), (82, 15), (35, 5), (7, 12), (4, 6), (48, 7), (144, 4), (145, 2), (178, 14), (46, 8), (156, 13), (8, 6), (216, 13), (27, 6), (181, 13), (101, 1), (9, 3), (182, 5), (60, 3), (40, 3), (189, 6), (226, 9), (165, 1), (103, 6), (18, 3), (53, 2), (135, 4), (225, 8), (104, 2), (93, 7), (136, 10), (133, 14), (190, 12), (31, 3), (41, 14), (219, 7), (86, 1), (78, 14), (61, 10), (150, 7), (36, 12), (146, 10), (206, 2), (179, 2), (166, 11), (151, 3), (152, 11), (5, 12), (89, 13), (167, 10), (79, 9), (174, 12), (193, 1), (194, 5), (137, 13), (184, 3), (47, 9), (94, 10), (195, 11), (175, 9), (217, 14), (196, 13), (146, 3), (113, 12), (221, 3), (28, 14), (207, 13), (90, 14), (180, 1), (49, 12), (208, 1), (73, 8), (197, 6), (157, 2), (114, 3), (74, 9), (50, 13), (110, 7), (117, 12), (118, 10), (158, 1), (91, 6), (134, 12), (209, 15), (137, 3), (80, 15), (210, 9), (122, 13), (123, 12), (6, 12), (9, 3), (119, 15), (115, 12), (111, 5), (120, 2), (159, 13), (121, 15), (160, 7), (114, 3), (164, 5), (161, 13), (169, 1), (170, 6), (227, 12), (211, 5), (94, 10), (42, 4), (83, 4), (116, 14), (212, 5), (171, 15), (172, 7), (228, 6), (163, 4), (164, 5), (86, 1), (43, 7), (44, 6)]"
4,"[(75, 6), (183, 15), (129, 3), (185, 2), (184, 13), (117, 8), (106, 3), (62, 13), (130, 3), (188, 12), (147, 7), (191, 15), (148, 12), (78, 3), (87, 11), (14, 8), (189, 6), (168, 3), (1, 11), (198, 2), (19, 6), (176, 10), (79, 2), (190, 8), (226, 9), (200, 11), (149, 11), (186, 4), (218, 10), (72, 13), (15, 3), (219, 7), (26, 5), (29, 15), (152, 11), (40, 12), (199, 1), (76, 11), (201, 9), (181, 1), (118, 9), (173, 6), (10, 5), (156, 12), (202, 4), (174, 15), (187, 9), (119, 13), (107, 6), (2, 15), (122, 13), (131, 15), (132, 10), (165, 1), (108, 1), (182, 11), (166, 6), (11, 15), (135, 4), (229, 7), (95, 7), (33, 1), (68, 8), (80, 15), (96, 13), (97, 6), (123, 12), (32, 11), (124, 14), (180, 1), (98, 12), (133, 14), (71, 13), (100, 3), (126, 11), (127, 8), (213, 3), (177, 6), (142, 12), (12, 6), (136, 13), (101, 10), (99, 11), (24, 12), (73, 9), (13, 10), (167, 7), (74, 8), (109, 10), (16, 8), (30, 1), (81, 5), (169, 8), (224, 7), (51, 8), (84, 9), (175, 9), (17, 3), (77, 12), (157, 9), (203, 15), (54, 5), (18, 7), (170, 6), (171, 13), (3, 15), (225, 8), (55, 9), (7, 2), (128, 9), (8, 10), (112, 12), (57, 7), (178, 1), (179, 5), (31, 2), (59, 15), (110, 7), (105, 15), (137, 13), (25, 4), (4, 7), (220, 11), (102, 13), (222, 3), (221, 12), (172, 7), (60, 11), (153, 3), (204, 12), (85, 7), (207, 13), (103, 4), (37, 15), (120, 13), (193, 1), (154, 10), (61, 10), (82, 9), (41, 6), (86, 5), (113, 12), (45, 3), (38, 2), (48, 10), (194, 5), (160, 7), (161, 8), (114, 6), (5, 13), (158, 8), (195, 5), (115, 12), (134, 11), (111, 9), (146, 3), (42, 4), (46, 13), (159, 9), (155, 6), (164, 5), (143, 3), (27, 4), (223, 14), (216, 10), (163, 4), (49, 12), (164, 13), (121, 1), (116, 14), (58, 6), (137, 4), (60, 15), (28, 9), (83, 4), (192, 4), (6, 11), (205, 7), (114, 6), (206, 2), (86, 5), (9, 4), (144, 13), (88, 15), (156, 6), (214, 10), (215, 14), (145, 14), (146, 3), (196, 14), (227, 12), (18, 14), (43, 7), (208, 3), (89, 13), (217, 14), (90, 15), (209, 6), (64, 2), (228, 6), (65, 14), (125, 5), (92, 12), (66, 4), (44, 6), (211, 5), (197, 6), (150, 7), (104, 8), (151, 9), (152, 11), (47, 9), (210, 9), (91, 11), (212, 5), (67, 14), (50, 5), (94, 10), (93, 7), (94, 10)]"
5,"[(222, 6), (78, 3), (68, 8), (87, 6), (57, 13), (124, 14), (62, 5), (1, 4), (168, 13), (117, 8), (218, 2), (183, 15), (79, 7), (128, 13), (198, 2), (199, 15), (193, 1), (70, 10), (2, 10), (40, 3), (10, 1), (14, 12), (45, 3), (194, 15), (51, 3), (188, 12), (176, 10), (178, 1), (224, 7), (46, 13), (126, 15), (72, 15), (33, 1), (19, 5), (122, 3), (32, 6), (81, 8), (185, 2), (75, 6), (180, 6), (84, 12), (195, 11), (64, 2), (58, 6), (85, 11), (21, 14), (169, 1), (54, 10), (123, 9), (41, 14), (11, 15), (108, 1), (226, 9), (73, 6), (200, 11), (29, 15), (177, 8), (42, 4), (59, 15), (187, 1), (229, 5), (82, 9), (191, 15), (118, 10), (129, 11), (147, 8), (148, 8), (47, 9), (95, 7), (88, 15), (55, 9), (142, 8), (99, 11), (119, 14), (170, 6), (86, 5), (173, 3), (130, 1), (112, 8), (102, 11), (12, 13), (105, 7), (125, 9), (92, 12), (143, 5), (127, 2), (76, 14), (100, 3), (196, 6), (3, 11), (26, 9), (171, 15), (174, 15), (227, 12), (43, 7), (74, 11), (104, 8), (101, 1), (113, 12), (60, 3), (30, 6), (197, 3), (175, 9), (179, 5), (89, 2), (4, 6), (7, 4), (13, 6), (120, 13), (223, 14), (15, 13), (77, 13), (184, 13), (114, 2), (186, 7), (201, 9), (202, 4), (192, 8), (103, 7), (121, 1), (96, 15), (5, 6), (8, 6), (219, 7), (16, 4), (97, 8), (44, 6), (144, 8), (203, 8), (31, 3), (172, 7), (106, 4), (17, 7), (228, 4), (145, 14), (153, 3), (165, 2), (90, 14), (9, 4), (18, 14), (48, 10), (146, 7), (91, 11), (150, 7), (27, 4), (6, 12), (151, 9), (115, 12), (49, 4), (93, 7), (22, 15), (225, 8), (189, 6), (83, 4), (94, 10), (154, 5), (9, 4), (61, 10), (86, 1), (65, 14), (23, 7), (152, 11), (213, 3), (109, 10), (155, 1), (107, 6), (98, 2), (116, 14), (216, 13), (190, 5), (166, 6), (80, 5), (28, 9), (131, 15), (66, 15), (149, 15), (135, 12), (67, 14), (136, 13), (132, 10), (181, 13), (137, 13), (152, 11), (146, 3), (156, 6), (110, 4), (133, 12), (204, 12), (50, 13), (214, 10), (182, 11), (111, 5), (167, 7), (157, 9), (114, 2), (37, 15), (205, 7), (38, 2), (215, 13), (158, 1), (134, 12), (160, 11), (206, 2), (137, 3), (162, 14), (159, 9), (217, 14), (164, 4), (163, 7), (207, 4), (164, 5), (208, 3), (209, 6), (210, 9), (211, 14), (212, 1), (220, 11), (221, 12)]"
6,"[(81, 5), (224, 5), (68, 6), (1, 5), (75, 6), (72, 15), (19, 5), (73, 8), (45, 3), (117, 10), (227, 12), (14, 10), (200, 11), (183, 15), (78, 14), (48, 10), (201, 9), (95, 7), (40, 12), (84, 7), (118, 2), (129, 11), (102, 11), (184, 3), (62, 5), (96, 13), (69, 4), (26, 14), (30, 1), (87, 6), (15, 5), (29, 13), (32, 11), (124, 15), (125, 5), (76, 14), (16, 13), (27, 4), (228, 4), (218, 2), (2, 15), (79, 2), (188, 15), (130, 15), (168, 6), (226, 9), (119, 13), (3, 11), (147, 7), (28, 14), (88, 10), (128, 13), (4, 6), (198, 2), (24, 9), (219, 5), (105, 15), (46, 1), (108, 1), (7, 14), (176, 10), (177, 6), (109, 10), (191, 15), (10, 1), (82, 15), (5, 13), (57, 13), (112, 14), (192, 6), (103, 6), (142, 12), (99, 1), (98, 14), (229, 5), (185, 12), (8, 13), (193, 1), (9, 4), (222, 3), (199, 1), (85, 1), (122, 13), (6, 11), (110, 7), (180, 1), (165, 2), (64, 2), (11, 15), (41, 6), (194, 5), (12, 12), (59, 15), (225, 2), (143, 13), (144, 4), (13, 10), (195, 12), (77, 13), (148, 5), (25, 4), (178, 7), (104, 2), (97, 3), (181, 13), (18, 3), (187, 9), (123, 12), (186, 7), (60, 15), (126, 15), (196, 8), (223, 12), (182, 13), (17, 14), (18, 10), (189, 6), (169, 1), (92, 8), (100, 3), (74, 9), (145, 2), (171, 13), (106, 4), (111, 5), (179, 15), (86, 1), (190, 12), (197, 6), (127, 6), (113, 12), (49, 4), (114, 3), (146, 10), (58, 5), (170, 14), (120, 2), (121, 6), (131, 11), (135, 12), (93, 7), (115, 12), (116, 14), (166, 5), (202, 4), (9, 3), (132, 6), (136, 10), (167, 1), (172, 10), (60, 3), (31, 2), (61, 13), (137, 13), (101, 10), (94, 12), (47, 9), (80, 15), (153, 3), (133, 13), (220, 11), (146, 3), (134, 11), (154, 5), (50, 13), (137, 13), (203, 15), (173, 3), (221, 3), (51, 8), (33, 1), (107, 15), (149, 11), (89, 13), (213, 10), (90, 15), (150, 7), (152, 11), (65, 14), (156, 13), (214, 10), (83, 4), (216, 13), (52, 8), (151, 2), (42, 4), (43, 7), (44, 6), (215, 13), (34, 15), (155, 6), (53, 2), (157, 9), (86, 1), (158, 8), (35, 5), (152, 11), (174, 15), (156, 6), (66, 4), (217, 14), (91, 6), (67, 3), (94, 12), (159, 13), (175, 1), (164, 5), (36, 12), (204, 12), (205, 7), (160, 11), (207, 4), (161, 7), (206, 2), (208, 3), (209, 6), (211, 14), (163, 5), (164, 5), (210, 9), (212, 5)]"
7,"[(142, 8), (57, 13), (106, 2), (81, 14), (198, 10), (168, 3), (84, 9), (1, 4), (68, 6), (218, 10), (95, 7), (222, 6), (102, 10), (147, 8), (183, 15), (153, 3), (78, 3), (200, 7), (223, 14), (62, 13), (19, 5), (104, 2), (105, 15), (87, 11), (72, 13), (199, 14), (30, 8), (219, 7), (181, 8), (96, 13), (180, 1), (100, 7), (182, 11), (188, 12), (59, 15), (69, 4), (10, 8), (187, 1), (184, 3), (11, 14), (75, 6), (173, 3), (169, 1), (229, 5), (2, 10), (40, 3), (32, 9), (170, 14), (193, 6), (97, 8), (176, 8), (60, 11), (124, 14), (99, 9), (12, 13), (191, 10), (224, 4), (185, 14), (128, 15), (101, 11), (192, 4), (186, 7), (76, 11), (126, 15), (107, 6), (73, 8), (82, 15), (29, 13), (178, 1), (13, 10), (3, 15), (154, 5), (220, 11), (155, 1), (129, 4), (130, 5), (74, 8), (226, 9), (117, 12), (98, 12), (41, 6), (61, 10), (156, 12), (171, 15), (88, 15), (79, 9), (21, 11), (14, 2), (80, 15), (51, 3), (189, 13), (131, 11), (122, 3), (194, 15), (92, 4), (103, 4), (225, 6), (177, 8), (77, 12), (132, 6), (174, 15), (221, 3), (133, 14), (148, 5), (179, 5), (15, 13), (190, 8), (31, 3), (143, 5), (150, 7), (22, 15), (201, 5), (7, 2), (175, 9), (89, 2), (90, 11), (26, 5), (85, 7), (172, 9), (195, 12), (157, 2), (52, 6), (135, 10), (160, 7), (127, 2), (123, 9), (196, 5), (118, 9), (136, 13), (45, 2), (16, 13), (33, 1), (83, 4), (17, 4), (158, 1), (58, 5), (18, 7), (197, 4), (93, 7), (60, 11), (8, 10), (108, 13), (149, 15), (112, 12), (9, 4), (27, 6), (113, 12), (4, 10), (5, 12), (18, 7), (151, 9), (94, 12), (23, 7), (202, 4), (86, 1), (114, 2), (159, 9), (109, 13), (110, 4), (6, 12), (9, 13), (134, 11), (42, 4), (144, 4), (203, 8), (137, 3), (111, 9), (119, 13), (162, 6), (125, 5), (145, 2), (146, 3), (114, 6), (64, 2), (165, 1), (120, 2), (166, 6), (28, 8), (48, 10), (49, 4), (91, 6), (94, 12), (46, 1), (213, 3), (115, 12), (65, 14), (164, 4), (152, 4), (163, 4), (47, 9), (216, 10), (156, 12), (116, 14), (121, 15), (204, 12), (167, 1), (164, 4), (53, 2), (205, 8), (214, 10), (66, 15), (67, 14), (227, 12), (50, 13), (228, 6), (215, 14), (207, 13), (43, 7), (217, 14), (44, 10), (206, 2), (208, 3), (37, 15), (209, 15), (38, 13), (210, 9), (211, 14), (212, 8)]"
8,"[(95, 4), (202, 4), (45, 2), (218, 2), (229, 7), (19, 2), (102, 13), (87, 15), (57, 3), (81, 5), (124, 15), (1, 4), (198, 10), (14, 8), (222, 6), (223, 14), (147, 8), (128, 9), (213, 3), (96, 15), (188, 12), (2, 5), (105, 12), (126, 15), (100, 7), (32, 3), (129, 5), (138, 1), (165, 2), (127, 2), (101, 9), (104, 2), (68, 6), (166, 11), (3, 11), (51, 8), (168, 8), (139, 6), (52, 8), (33, 11), (224, 4), (214, 10), (117, 10), (98, 2), (78, 6), (99, 15), (173, 6), (203, 15), (200, 11), (10, 4), (169, 8), (103, 7), (140, 12), (167, 1), (142, 8), (201, 9), (11, 15), (71, 7), (106, 4), (141, 14), (118, 8), (170, 14), (107, 15), (7, 12), (199, 15), (79, 2), (37, 15), (148, 5), (12, 9), (171, 15), (59, 8), (125, 5), (216, 10), (181, 1), (13, 13), (75, 9), (60, 15), (30, 1), (97, 6), (119, 14), (29, 14), (8, 6), (191, 13), (4, 6), (225, 2), (15, 3), (172, 10), (143, 5), (80, 5), (174, 15), (183, 15), (120, 13), (144, 4), (149, 11), (88, 10), (62, 13), (175, 1), (5, 13), (192, 8), (219, 5), (58, 13), (72, 15), (121, 6), (180, 1), (185, 2), (186, 7), (145, 2), (73, 7), (6, 12), (152, 4), (60, 3), (82, 8), (153, 3), (26, 14), (182, 13), (31, 2), (187, 9), (122, 13), (156, 6), (40, 12), (9, 4), (74, 8), (63, 6), (48, 10), (193, 6), (16, 4), (146, 3), (157, 2), (41, 14), (42, 4), (17, 2), (83, 4), (77, 13), (89, 2), (92, 12), (76, 11), (176, 8), (21, 14), (22, 13), (49, 12), (84, 6), (93, 7), (204, 12), (90, 11), (66, 4), (178, 1), (61, 10), (67, 14), (85, 7), (177, 6), (27, 4), (194, 8), (18, 10), (46, 8), (207, 13), (158, 8), (108, 1), (28, 9), (195, 12), (38, 13), (123, 10), (112, 8), (109, 13), (189, 13), (179, 2), (43, 7), (94, 12), (215, 13), (196, 14), (86, 5), (184, 3), (205, 4), (44, 6), (190, 5), (159, 13), (164, 4), (53, 2), (206, 2), (23, 6), (208, 3), (110, 4), (150, 7), (111, 9), (114, 9), (91, 11), (151, 3), (209, 6), (47, 9), (115, 12), (154, 10), (116, 14), (220, 11), (50, 5), (152, 4), (217, 14), (155, 2), (94, 10), (221, 12), (226, 9), (210, 9), (156, 13), (197, 6), (160, 11), (162, 6), (227, 12), (163, 4), (211, 14), (164, 5), (212, 5), (228, 4), (113, 12), (114, 9)]"
9,"[(51, 3), (168, 8), (33, 1), (183, 15), (62, 15), (14, 8), (68, 8), (78, 6), (95, 7), (193, 1), (181, 1), (185, 14), (222, 3), (188, 15), (100, 3), (101, 11), (64, 2), (200, 11), (106, 4), (229, 7), (169, 1), (184, 13), (186, 7), (54, 5), (129, 4), (138, 4), (173, 3), (15, 3), (79, 7), (70, 7), (194, 5), (191, 15), (96, 15), (99, 1), (189, 6), (171, 14), (16, 13), (80, 5), (117, 8), (75, 7), (77, 12), (76, 11), (37, 15), (81, 14), (102, 11), (170, 6), (84, 9), (139, 6), (202, 4), (174, 12), (195, 12), (187, 1), (172, 8), (192, 2), (65, 1), (118, 2), (38, 2), (224, 5), (45, 2), (97, 7), (57, 7), (201, 9), (182, 11), (140, 6), (196, 13), (48, 7), (141, 13), (55, 9), (176, 8), (197, 4), (203, 15), (82, 15), (59, 15), (124, 4), (60, 11), (128, 15), (1, 11), (142, 10), (58, 5), (87, 11), (2, 10), (218, 2), (61, 13), (108, 13), (190, 12), (105, 15), (177, 8), (98, 2), (88, 10), (119, 14), (226, 9), (10, 5), (89, 2), (120, 13), (143, 5), (72, 13), (19, 5), (122, 13), (178, 1), (24, 9), (29, 14), (145, 2), (180, 6), (26, 5), (198, 2), (73, 7), (199, 1), (146, 14), (66, 4), (32, 3), (175, 9), (223, 12), (104, 8), (85, 7), (74, 9), (86, 1), (123, 10), (107, 15), (112, 14), (113, 12), (126, 11), (40, 12), (60, 3), (147, 7), (92, 8), (220, 11), (25, 3), (46, 8), (83, 4), (103, 7), (125, 5), (227, 12), (3, 15), (179, 2), (114, 2), (148, 5), (165, 2), (121, 15), (127, 2), (41, 6), (11, 11), (149, 11), (12, 13), (204, 12), (228, 6), (30, 6), (213, 10), (144, 8), (225, 6), (216, 10), (31, 3), (86, 5), (42, 4), (4, 6), (13, 15), (145, 7), (7, 14), (8, 10), (47, 9), (17, 7), (115, 3), (116, 14), (18, 14), (166, 5), (219, 5), (9, 3), (221, 12), (49, 12), (18, 3), (5, 12), (6, 12), (205, 7), (9, 13), (27, 6), (90, 15), (214, 10), (206, 11), (91, 11), (28, 14), (93, 7), (43, 7), (44, 10), (109, 13), (153, 3), (215, 13), (50, 5), (67, 3), (207, 13), (167, 7), (94, 10), (154, 5), (110, 7), (155, 6), (150, 7), (156, 13), (208, 1), (209, 15), (157, 9), (151, 2), (152, 4), (158, 1), (160, 11), (162, 6), (111, 5), (114, 9), (163, 4), (164, 13), (217, 14), (211, 5), (159, 13), (164, 13), (156, 13), (210, 9), (212, 1)]"
10,"[(33, 11), (124, 15), (1, 4), (75, 6), (142, 12), (128, 11), (72, 15), (125, 9), (51, 8), (226, 9), (183, 12), (147, 7), (62, 13), (2, 15), (45, 3), (81, 8), (126, 15), (200, 7), (48, 7), (82, 8), (10, 5), (143, 13), (185, 14), (14, 10), (129, 5), (11, 15), (84, 7), (144, 4), (153, 3), (148, 2), (187, 5), (193, 6), (57, 13), (186, 7), (194, 15), (184, 3), (46, 8), (218, 2), (138, 9), (154, 5), (76, 15), (19, 6), (168, 6), (12, 7), (49, 4), (26, 5), (198, 2), (40, 12), (127, 2), (117, 8), (32, 11), (13, 15), (224, 4), (118, 2), (95, 4), (222, 8), (87, 15), (180, 6), (85, 7), (58, 5), (73, 9), (176, 4), (155, 1), (86, 5), (74, 9), (41, 6), (195, 13), (178, 1), (59, 8), (199, 15), (106, 2), (77, 13), (181, 8), (68, 8), (99, 15), (229, 5), (122, 3), (102, 11), (96, 14), (42, 4), (173, 3), (123, 12), (15, 13), (88, 10), (182, 8), (92, 12), (20, 3), (100, 5), (60, 11), (139, 11), (177, 6), (78, 14), (98, 14), (3, 11), (156, 12), (97, 6), (7, 10), (52, 8), (169, 8), (140, 12), (225, 8), (223, 12), (79, 2), (71, 13), (101, 9), (145, 14), (141, 15), (8, 6), (196, 5), (108, 1), (197, 3), (170, 4), (220, 11), (179, 2), (29, 13), (157, 9), (53, 2), (30, 8), (145, 4), (9, 13), (227, 12), (4, 6), (201, 5), (171, 14), (158, 8), (159, 14), (165, 1), (188, 12), (103, 6), (112, 8), (80, 15), (160, 11), (5, 13), (202, 4), (213, 10), (146, 3), (191, 15), (228, 4), (31, 2), (43, 7), (89, 2), (216, 10), (107, 15), (16, 8), (219, 5), (189, 13), (105, 12), (192, 4), (190, 8), (161, 13), (104, 8), (44, 10), (27, 6), (166, 5), (90, 11), (109, 13), (203, 8), (83, 4), (163, 5), (91, 11), (28, 8), (164, 13), (18, 10), (94, 12), (93, 7), (119, 14), (17, 2), (172, 7), (167, 1), (110, 7), (111, 9), (114, 9), (6, 11), (61, 13), (149, 11), (47, 9), (152, 11), (115, 3), (86, 1), (120, 13), (121, 6), (94, 10), (18, 10), (50, 9), (116, 14), (156, 6), (34, 15), (221, 12), (35, 11), (150, 7), (64, 2), (36, 12), (151, 9), (152, 11), (9, 3), (113, 12), (114, 9), (65, 1), (66, 4), (214, 10), (67, 14), (215, 14), (174, 15), (217, 14), (204, 12), (205, 4), (175, 7), (206, 2), (207, 13), (208, 3), (209, 15), (211, 5), (210, 9), (212, 8)]"
