Iteration,Makespan
1,899.8000000000001
2,793.0
3,888.6
4,918.8
5,837.9000000000001
6,787.3
7,749.5
8,774.0
9,745.8
10,902.8
11,868.4
12,832.4
13,774.0999999999999
14,804.4
15,786.2
16,777.5999999999999
17,863.5
18,797.4000000000001
19,866
20,913.9
21,950.2
22,793.4
23,821.7
24,891.5
25,1106.0
26,778.8
27,898.0
28,918.8
29,921.3
30,757.5
31,814.6
32,839.3
33,748.1999999999999
34,1076.5
35,1056.7
36,861.3000000000001
37,825.8
38,770.0
39,902.0
40,852.4
41,1011.1
42,1025.8
43,971.4
44,958.3000000000001
45,967.8000000000001
46,791.3
47,933.5
48,972.0
49,703.5
50,981.8
51,845.4000000000001
52,917.6
53,951.6
54,962.7
55,1108.9
56,932.8000000000001
57,700.5
58,989.5999999999999
59,941.3000000000001
60,897.4000000000001
61,951.0
62,937.3000000000001
63,1075.0
64,989.4
65,964.0999999999999
66,1015.3
67,982.5
68,979.6999999999999
69,1401.6999999999998
70,1094.7
71,1152.5
72,815.0
73,922.4
74,1000.9
75,962.2
76,961.1999999999999
77,812.1000000000001
78,1054.9
79,911.1
80,694.3999999999999
81,1109.4
82,929.0
83,1021.3
84,1110.0
85,828.1
86,931.0999999999999
87,825.4
88,916.9
89,931.3000000000001
90,824.0
91,892.0999999999999
92,819.3
93,864.6
94,921.5
95,840.5
96,921.0
97,953.5
98,988.5
99,915.3
100,752.8000000000002
101,903.8
102,906.2
103,864.5999999999999
104,809.5999999999999
105,756.9000000000001
106,909.2000000000002
107,933.6
108,909
109,982.0000000000001
110,1091.8
111,1022.8
112,1036.6999999999998
113,890.1999999999999
114,1025.1
115,1073.2
116,788.5999999999999
117,1262.5
118,793.0
119,797.9
120,1073.5
121,861.1
122,813.9
123,663.0
124,999.2
125,996.8
126,893.9
127,991.3
128,972.0
129,942.7
130,983.4
131,863.6
132,848.9
133,1120.8
134,938.7
135,930.3
136,929.6
137,1007.4000000000001
138,1040.3
139,1015.9
140,737.7
141,671.4000000000001
142,1077.5
143,887.4
144,1340.3000000000002
145,782.1
146,818.1
147,942.2
148,873.7
149,728.9
150,909.3000000000001
151,947.8
152,816.9
153,1001.5
154,799.4000000000001
155,1344.1999999999998
156,1076.9
157,1023.2
158,596.7
159,995.3
160,1003.8
161,971.1999999999999
162,1029.5
163,903.4000000000001
164,1052.9
165,765.0
166,1017.4000000000001
167,792.5
168,1008.2
169,779.0999999999999
170,760.0
171,1076.2
172,767.5999999999999
173,1120.1
174,669.5999999999999
175,798.5
176,940.8
177,1169.8000000000002
178,933.9000000000001
179,872.3
180,990.4
181,864.4
182,923.6
183,1069.9
184,729.8
185,952.0999999999999
186,962.3000000000001
187,977.4000000000001
188,699.0999999999999
189,1117.6
190,785.6
191,919.7
192,910.2
193,807.7
194,923.0999999999999
195,1057.0
196,867.6
197,993.9
198,927.2
199,1092.0
200,980.0
201,735.5
202,1114.2
203,1056.5
204,928.8
205,1004.7
206,808.5
207,874.1
208,1207.5
209,970.7
210,879.1
211,1037.4
212,840.7
213,904.3
214,867.0
215,1148.9
216,680.2
217,1092.1000000000001
218,963.2
219,791.6
220,929.8
221,1187.1
222,1005.8
223,1081.5
224,1006.0
225,1077.9
226,1253.1
227,1045.8000000000002
228,1094.7
229,803.5
230,975.1999999999999
231,983.4000000000001
232,796.1
233,1299.1
234,769.1
235,1087.6
236,988.8
237,763.9
238,1149.0
239,773.3
240,854.0999999999999
241,906.6
242,913.6
243,996.8
244,943.8
245,784.9
246,979.1
247,1014.3
248,796.3
249,754.2
250,1058.9
251,739.3
252,795.5
253,812.6999999999999
254,1166.6
255,979.3
256,823.1000000000001
257,787.5999999999999
258,985.0
259,951.1
260,860.2
261,1203.5
262,1477.6
263,749.6
264,1156.6
265,1189.9
266,827.5000000000001
267,848.8999999999999
268,834.8
269,854.2
270,1066.5
271,832.6999999999999
272,872.5999999999999
273,1210.0
274,1068.4
275,784.1
276,1096.0
277,976.4000000000001
278,770.5000000000001
279,963.4
280,823.7
281,843.5
282,1068.4
283,887.8
284,1043.4
285,891.9000000000001
286,958.9
287,842.4
288,972.1
289,872.1
290,846.6
291,833.3000000000001
292,829.5
293,1005.5000000000001
294,849.1
295,851.5
296,1234.9
297,1089.4
298,1062.2
299,997.0
300,912.9
301,691.2
302,1134.3
303,883.5999999999999
304,1075.2
305,1027.1
306,1030.9
307,1046.1999999999998
308,623.9
309,1011.1
310,1061.3000000000002
311,941.2
312,810.3
313,999.4
314,1153.9
315,853.0
316,1079.6
317,920.2
318,1280.4
319,1106.4
320,886.4000000000001
321,1047.3
322,708.2
323,841.1
324,811.0
325,609.9
326,1041.6000000000001
327,741.3
328,1132.6
329,949.5
330,1084.6000000000001
331,789.1
332,1263.1
333,892.5999999999999
334,1228.8000000000002
335,1314.6
336,1132.8000000000002
337,1015.7
338,894.4
339,1310.0
340,824.3
341,1017.6
342,1148.3
343,850.2
344,1046.0
345,927.2
346,835.0
347,1023.5
348,856.8
349,903.3
350,698.0
351,1064.5
352,971.3
353,734.3
354,807.4000000000001
355,696.0999999999999
356,962.0
357,975.5
358,786.8
359,885.2
360,881.8000000000001
361,736.0
362,829.6
363,1194.8000000000002
364,911.5999999999999
365,1026.7000000000003
366,1259.1
367,1100.0
368,877.5999999999999
369,954.6
370,1098.0
371,1115.0
372,860.1
373,815.1999999999999
374,857.9
375,783.5
376,1189.9
377,1048.7
378,1003.6
379,705.1999999999999
380,1171.4
381,968.1999999999999
382,795.3
383,932.8
384,863.9000000000001
385,1031.5
386,856.7
387,986.5
388,1122.5
389,929.7
390,1429.4
391,960.6
392,1113.0
393,867.3000000000001
394,1047.1
395,849.0000000000001
396,1108.6
397,1286.2
398,1186.6
399,1052.1
400,1305.6
401,992.9
402,965.6
403,1226.0
404,1126.4
405,1233.1000000000001
406,921.7
407,1185.7
408,1013.1
409,1519.5
410,848
411,1570.6
412,896.0
413,1162.7000000000003
414,745.0
415,1228.4
416,897.9
417,1062.1
418,831.7
419,1096.1000000000001
420,748.4000000000001
421,871.6
422,1185.9
423,1188.8000000000004
424,815.9
425,814.6999999999999
426,815.2
427,804
428,1068.9
429,1050.9
430,907.3000000000001
431,1160.4
432,935.7
433,857.4999999999999
434,1295.1000000000001
435,785.3
436,1052.0
437,1197.9
438,755.0999999999999
439,917.9
440,890.0
441,1121.5999999999997
442,1485.6
443,789.9
444,853.5
445,951.9
446,890.1
447,885.0
448,1035.9
449,856.3
450,1078.9
451,828.1999999999999
452,765.3000000000001
453,1076.0
454,1080.1
455,1028.9
456,730.2
457,775.6
458,951.1999999999999
459,889.1
460,1113.0
461,666.4000000000001
462,1083.6
463,1050.3
464,740.0
465,801.4
466,801.1
467,792.3
468,752.7
469,1178.6000000000001
470,790.1
471,962.2000000000002
472,737.4
473,760.4000000000001
474,899.1000000000001
475,895.3
476,1062.9
477,1220.7
478,869.2999999999998
479,1010.8000000000001
480,761.4999999999999
481,759.0
482,898.7999999999998
483,795.4
484,1067.0
485,972.5
486,993.6
487,1121.8999999999999
488,944.9000000000001
489,778.8
490,742.8
491,819.6
492,1024.4
493,885.4
494,911.1999999999999
495,1139.8
496,1329.9
497,885.8000000000001
498,1253.0
499,927.1
500,1401.1
