Iteration,Makespan
1,654.4999999999999
2,689.3000000000001
3,637.1999999999999
4,649.5
5,639.4
6,588.7
7,506.79999999999995
8,552
9,791.6
10,718.8
11,570.8
12,721.7
13,651.0
14,588.3000000000001
15,775.7
16,611.7
17,649.4
18,662.8000000000001
19,721.8
20,538.4
21,656.5
22,644.8
23,786.2
24,695.5
25,665.6999999999999
26,668.4000000000001
27,569.3
28,506.0
29,743.7
30,637.4000000000001
31,570.9
32,576.3
33,700.6
34,580.8
35,584.9000000000001
36,728.4000000000001
37,530.9000000000001
38,805.0
39,695.6999999999999
40,693.0
41,709.0
42,592.9
43,647.3
44,641.0
45,767.3
46,629.2
47,700.4
48,773.5999999999999
49,612.8
50,745.0999999999999
51,669.9
52,696.4
53,623.1999999999999
54,647.8
55,584.8
56,542.1
57,579.2
58,1094.1
59,620.4000000000001
60,661.9000000000001
61,633.6999999999999
62,665.2
63,624.7
64,697.0000000000001
65,661.5999999999999
66,685.5999999999999
67,752.7
68,668.0
69,814.3000000000001
70,549.7
71,707.6
72,901.1
73,584.7
74,740.3
75,529.5
76,594.4
77,761.0999999999999
78,648.7
79,693.4000000000001
80,752.3000000000001
81,663.4000000000001
82,803.2
83,625.8
84,625.7
85,654.8999999999999
86,866.6
87,778.3
88,598.5999999999999
89,679.2
90,676.0
91,895.3000000000001
92,827.1
93,637.5999999999999
94,583.4
95,637.3
96,727.8000000000001
97,567.0
98,598.2
99,696.6
100,603.4000000000001
101,742.6
102,719.5999999999999
103,702.1
104,709.3000000000001
105,994.2
106,648.5
107,673.2
108,827.1
109,717.5
110,951.4
111,787.1999999999999
112,627.5
113,652.7
114,629.1
115,607.4000000000001
116,709.4
117,762.0
118,659.0
119,673.4
120,883.1
121,884.1
122,693.8
123,706.8
124,659.4
125,678.0
126,627.2
127,614.4
128,616.3
129,679.8
130,594.4
131,583.2
132,704.3
133,668.1
134,607.2
135,582.9
136,624.2
137,683.4000000000001
138,603.2
139,536.8
140,668.1
141,547.0
142,698.8
143,656.3
144,579.7
145,567.1999999999999
146,516.3
147,635.0
148,561.3000000000001
149,636.1
150,572.5
151,546.4
152,547.5
153,683.0
154,666.3
155,617.4
156,607.4000000000001
157,743.0999999999999
158,570.7
159,674.1
160,629.4999999999999
161,661.7
162,575.6
163,693.7
164,619.8000000000001
165,480.29999999999995
166,665.5999999999999
167,573.8
168,543.0
169,501.99999999999994
170,650.3
171,651.0999999999999
172,773.3000000000001
173,683.7
174,652.6
175,695.0000000000001
176,876.3
177,708.9
178,828.1999999999999
179,503.90000000000003
180,618.7
181,644.5
182,708.8000000000001
183,741.5000000000001
184,539.6999999999999
185,686.1999999999999
186,583.8
187,835.8
188,724.8000000000001
189,622.1
190,627.3
191,698.9000000000001
192,934.9000000000001
193,588.2
194,682.6
195,609.0
196,602.2
197,778.5
198,615.5
199,630.9000000000001
