Iteration,schedules
1,"[(182, 3), (165, 4), (1, 12), (226, 3), (220, 15), (32, 13), (176, 8), (177, 5), (145, 10), (150, 13), (23, 1), (221, 8), (187, 5), (188, 6), (37, 9), (2, 6), (102, 13), (24, 14), (74, 5), (103, 8), (104, 12), (30, 14), (28, 2), (88, 11), (223, 9), (166, 13), (105, 9), (228, 5), (72, 11), (191, 15), (25, 3), (89, 6), (85, 8), (90, 5), (222, 11), (13, 5), (120, 2), (31, 13), (193, 3), (108, 9), (29, 14), (212, 5), (39, 9), (92, 11), (42, 14), (56, 13), (26, 5), (167, 8), (3, 14), (106, 5), (57, 12), (91, 8), (45, 6), (216, 8), (151, 8), (40, 12), (107, 9), (41, 13), (140, 6), (153, 14), (6, 13), (27, 3), (109, 7), (217, 1), (121, 15), (168, 14), (200, 7), (122, 14), (73, 2), (146, 6), (201, 1), (58, 2), (225, 13), (59, 15), (7, 9), (141, 3), (192, 14), (114, 13), (46, 7), (43, 9), (214, 3), (147, 11), (149, 6), (44, 4), (8, 4), (115, 1), (213, 5), (47, 1), (61, 12), (48, 11), (14, 12), (10, 15), (86, 3), (62, 8), (195, 5), (123, 13), (110, 13), (197, 9), (22, 11), (113, 1), (196, 2), (184, 15), (49, 10), (93, 2), (94, 9), (38, 12), (194, 14), (124, 3), (203, 6), (185, 11), (33, 7), (11, 8), (128, 10), (97, 10), (178, 2), (152, 6), (34, 3), (181, 5), (116, 14), (186, 13), (127, 12), (4, 13), (96, 11), (118, 10), (63, 2), (154, 7), (129, 5), (5, 15), (101, 7), (66, 10), (204, 7), (50, 13), (51, 11), (198, 12), (205, 15), (199, 4), (206, 5), (119, 4), (207, 9), (144, 2), (52, 11), (208, 8), (55, 12), (209, 2), (211, 8), (215, 1), (130, 4), (131, 13), (132, 7), (134, 11), (139, 8)]"
2,"[(187, 13), (128, 10), (216, 8), (226, 3), (74, 6), (108, 9), (8, 4), (207, 9), (220, 11), (165, 4), (23, 6), (114, 11), (221, 7), (201, 1), (227, 2), (88, 4), (102, 2), (193, 3), (182, 13), (184, 8), (30, 7), (135, 5), (84, 13), (103, 8), (42, 5), (197, 9), (56, 13), (57, 10), (202, 13), (195, 7), (60, 8), (89, 6), (28, 10), (185, 15), (222, 8), (196, 6), (9, 9), (150, 8), (163, 8), (45, 6), (145, 10), (137, 15), (72, 8), (186, 13), (206, 4), (32, 5), (146, 6), (123, 2), (109, 7), (164, 11), (48, 15), (110, 13), (176, 8), (210, 14), (113, 5), (29, 14), (147, 11), (73, 15), (115, 9), (177, 6), (1, 12), (212, 5), (43, 15), (211, 8), (214, 9), (92, 3), (2, 9), (200, 7), (172, 10), (198, 12), (46, 7), (219, 13), (124, 1), (37, 12), (194, 12), (31, 9), (3, 13), (174, 2), (4, 13), (61, 12), (62, 10), (199, 4), (24, 8), (173, 7), (25, 11), (44, 4), (149, 14), (90, 5), (104, 12), (213, 1), (105, 13), (91, 8), (39, 9), (38, 12), (40, 12), (41, 4), (64, 3), (5, 6), (65, 1), (6, 12), (223, 7), (127, 6), (26, 14), (27, 3), (178, 2), (33, 6), (189, 2), (49, 15), (190, 1), (225, 13), (36, 6), (181, 5), (47, 5), (140, 6), (191, 4), (106, 12), (192, 10), (142, 5), (53, 4), (13, 5), (143, 1), (116, 7), (138, 1), (93, 2), (14, 12), (94, 15), (215, 1), (139, 8), (66, 10), (22, 9), (118, 3), (7, 12), (107, 11), (119, 4), (120, 2), (121, 14), (122, 9), (95, 8), (54, 7), (55, 12), (144, 2), (96, 4), (101, 7)]"
3,"[(88, 3), (220, 11), (187, 15), (30, 2), (72, 9), (28, 2), (201, 1), (195, 5), (196, 2), (212, 5), (221, 6), (31, 5), (42, 14), (223, 8), (224, 15), (198, 12), (120, 2), (199, 6), (13, 5), (1, 10), (48, 6), (222, 11), (45, 7), (145, 10), (214, 9), (140, 6), (74, 2), (43, 15), (32, 5), (102, 2), (103, 5), (29, 14), (189, 2), (128, 10), (39, 3), (2, 2), (121, 15), (89, 3), (150, 6), (158, 4), (37, 12), (81, 14), (182, 7), (200, 7), (184, 15), (92, 11), (8, 15), (207, 9), (14, 12), (9, 5), (122, 9), (3, 14), (56, 3), (33, 9), (213, 5), (208, 12), (209, 8), (22, 5), (160, 1), (123, 4), (57, 12), (165, 4), (82, 4), (4, 2), (6, 12), (202, 13), (142, 8), (143, 8), (176, 3), (185, 11), (5, 1), (215, 12), (83, 8), (226, 6), (129, 10), (108, 9), (206, 4), (125, 11), (23, 1), (7, 10), (216, 7), (104, 1), (109, 7), (179, 10), (38, 14), (218, 11), (228, 15), (93, 3), (146, 1), (169, 15), (114, 10), (211, 8), (46, 7), (147, 9), (149, 6), (111, 15), (24, 5), (49, 15), (94, 15), (193, 6), (197, 9), (25, 11), (58, 7), (115, 4), (40, 12), (26, 5), (159, 8), (190, 14), (161, 5), (44, 4), (116, 7), (180, 9), (126, 2), (118, 11), (112, 12), (59, 3), (181, 5), (186, 10), (53, 8), (61, 1), (47, 1), (62, 10), (194, 14), (113, 5), (191, 15), (73, 15), (90, 5), (127, 8), (27, 3), (105, 10), (106, 1), (130, 4), (119, 6), (35, 14), (63, 2), (144, 2), (41, 13), (54, 7), (55, 12), (95, 8), (107, 9), (91, 8), (192, 3), (66, 12), (96, 4), (131, 12), (101, 7), (132, 12), (134, 2), (139, 8)]"
4,"[(1, 8), (195, 4), (123, 13), (223, 9), (212, 7), (88, 11), (56, 11), (74, 2), (32, 13), (89, 3), (193, 6), (200, 7), (23, 6), (197, 9), (220, 15), (72, 9), (187, 5), (8, 14), (2, 8), (39, 3), (40, 13), (24, 5), (48, 6), (108, 13), (125, 7), (9, 9), (6, 12), (207, 9), (30, 7), (7, 12), (176, 3), (114, 10), (226, 6), (216, 8), (102, 13), (49, 10), (25, 3), (225, 13), (37, 12), (109, 7), (28, 2), (104, 1), (42, 14), (214, 9), (111, 15), (105, 9), (26, 14), (92, 6), (27, 4), (50, 2), (210, 14), (221, 8), (103, 5), (112, 3), (51, 11), (115, 1), (222, 8), (219, 13), (228, 15), (29, 15), (116, 4), (113, 6), (3, 14), (31, 13), (150, 3), (75, 7), (177, 6), (201, 1), (211, 13), (93, 2), (33, 7), (35, 14), (94, 9), (45, 7), (118, 9), (52, 11), (202, 13), (213, 5), (55, 12), (46, 11), (106, 1), (73, 2), (165, 4), (95, 8), (90, 5), (107, 11), (215, 12), (119, 6), (67, 6), (43, 8), (194, 14), (44, 4), (158, 10), (160, 1), (206, 4), (145, 2), (169, 11), (68, 12), (91, 5), (182, 3), (41, 10), (148, 12), (4, 2), (159, 6), (198, 12), (183, 6), (178, 2), (128, 10), (199, 4), (185, 3), (38, 12), (69, 1), (149, 11), (70, 13), (5, 1), (129, 5), (140, 6), (13, 5), (189, 2), (181, 8), (126, 13), (196, 6), (96, 11), (127, 12), (186, 13), (161, 2), (71, 11), (120, 2), (121, 15), (190, 14), (47, 1), (101, 10), (142, 8), (122, 5), (133, 13), (191, 15), (134, 2), (139, 8), (192, 3), (143, 8), (14, 12), (22, 9), (144, 2)]"
5,"[(128, 11), (102, 13), (1, 12), (30, 9), (2, 9), (176, 3), (212, 5), (177, 6), (145, 2), (42, 8), (28, 10), (72, 8), (213, 1), (3, 15), (56, 4), (103, 4), (226, 3), (223, 7), (220, 15), (48, 6), (6, 13), (182, 7), (178, 2), (7, 5), (4, 13), (187, 15), (228, 15), (31, 13), (67, 4), (43, 15), (200, 7), (88, 11), (104, 1), (49, 15), (148, 12), (149, 14), (29, 1), (195, 5), (89, 3), (53, 8), (196, 6), (54, 7), (8, 15), (193, 8), (108, 5), (10, 11), (183, 6), (120, 2), (207, 9), (68, 10), (150, 8), (114, 11), (201, 1), (74, 6), (117, 4), (165, 4), (221, 9), (69, 1), (5, 6), (175, 7), (222, 8), (197, 9), (75, 3), (123, 13), (92, 6), (185, 3), (129, 10), (121, 14), (45, 6), (118, 15), (122, 6), (90, 5), (225, 12), (105, 9), (124, 3), (127, 4), (140, 6), (202, 12), (44, 4), (23, 6), (24, 8), (70, 6), (25, 12), (26, 8), (91, 5), (27, 3), (93, 10), (194, 12), (94, 9), (71, 14), (216, 6), (181, 8), (13, 5), (219, 7), (214, 3), (32, 13), (162, 1), (186, 10), (11, 8), (39, 7), (97, 15), (206, 5), (106, 12), (14, 12), (107, 11), (142, 5), (73, 15), (33, 9), (46, 1), (143, 8), (188, 6), (40, 12), (20, 4), (215, 12), (41, 4), (96, 11), (109, 7), (110, 10), (34, 8), (37, 6), (113, 10), (101, 7), (21, 8), (119, 6), (55, 10), (198, 12), (208, 8), (47, 5), (199, 4), (191, 15), (38, 14), (144, 2), (192, 14), (209, 2), (211, 13), (130, 4), (131, 12), (132, 12), (134, 2), (139, 4)]"
6,"[(128, 10), (8, 4), (30, 7), (102, 14), (1, 10), (6, 3), (2, 8), (140, 6), (193, 6), (31, 13), (108, 14), (200, 7), (123, 2), (141, 3), (13, 5), (3, 14), (103, 5), (23, 6), (194, 12), (223, 9), (74, 6), (226, 14), (92, 11), (56, 4), (198, 12), (165, 7), (7, 5), (176, 3), (124, 3), (135, 9), (227, 7), (187, 15), (24, 8), (150, 13), (197, 9), (220, 11), (137, 15), (179, 10), (4, 2), (212, 5), (114, 13), (207, 9), (221, 7), (14, 15), (222, 11), (138, 1), (72, 9), (127, 8), (73, 15), (188, 3), (145, 10), (79, 12), (169, 15), (115, 1), (5, 1), (22, 9), (144, 2), (116, 14), (213, 6), (28, 10), (224, 14), (118, 9), (80, 4), (201, 11), (48, 6), (25, 13), (191, 4), (104, 12), (88, 4), (182, 3), (42, 5), (45, 6), (202, 13), (32, 5), (46, 11), (9, 5), (199, 6), (105, 10), (146, 6), (163, 8), (139, 4), (49, 15), (210, 14), (43, 8), (106, 5), (107, 11), (39, 1), (164, 8), (180, 9), (181, 5), (216, 7), (53, 4), (93, 3), (217, 9), (26, 13), (94, 3), (211, 13), (67, 13), (27, 6), (44, 4), (89, 6), (47, 5), (95, 8), (37, 12), (68, 12), (206, 4), (214, 9), (195, 5), (192, 14), (33, 7), (40, 13), (38, 12), (147, 9), (41, 13), (196, 6), (34, 1), (69, 4), (90, 5), (70, 3), (96, 4), (215, 12), (91, 5), (184, 8), (71, 5), (29, 15), (149, 11), (120, 2), (101, 7), (54, 7), (121, 5), (185, 3), (122, 2), (186, 10), (109, 7), (111, 3), (55, 12), (112, 9), (113, 2), (119, 4)]"
7,"[(30, 9), (145, 2), (102, 14), (108, 14), (216, 8), (128, 10), (201, 11), (223, 7), (13, 5), (88, 3), (8, 15), (182, 3), (198, 12), (1, 10), (14, 12), (200, 5), (2, 10), (224, 11), (31, 9), (23, 6), (212, 5), (165, 7), (104, 12), (72, 8), (214, 3), (146, 6), (92, 11), (218, 11), (150, 13), (16, 2), (147, 9), (123, 4), (6, 3), (166, 14), (125, 7), (56, 13), (168, 14), (9, 9), (89, 3), (7, 12), (103, 5), (213, 5), (187, 5), (199, 6), (149, 14), (109, 7), (163, 13), (74, 2), (129, 5), (195, 7), (48, 15), (215, 12), (140, 6), (93, 2), (141, 1), (3, 15), (196, 8), (49, 15), (110, 9), (113, 10), (167, 3), (114, 11), (188, 9), (164, 13), (193, 8), (184, 15), (194, 12), (202, 12), (4, 13), (120, 2), (197, 9), (32, 5), (105, 10), (185, 15), (39, 3), (17, 1), (50, 13), (67, 6), (40, 13), (42, 5), (45, 9), (117, 5), (73, 15), (46, 11), (226, 14), (28, 10), (126, 2), (220, 11), (24, 8), (37, 9), (38, 14), (25, 5), (94, 3), (121, 4), (221, 9), (75, 9), (68, 10), (222, 8), (206, 4), (5, 1), (41, 10), (122, 14), (106, 1), (95, 8), (33, 7), (26, 5), (43, 15), (207, 9), (210, 14), (27, 3), (44, 4), (90, 5), (118, 9), (91, 8), (227, 2), (69, 1), (191, 4), (192, 3), (36, 6), (176, 3), (127, 8), (70, 13), (29, 15), (71, 5), (130, 4), (119, 4), (211, 8), (96, 4), (47, 5), (144, 2), (177, 8), (178, 2), (51, 11), (186, 13), (131, 13), (107, 9), (181, 8), (101, 10), (52, 11), (55, 12), (132, 12), (134, 11), (139, 4)]"
8,"[(120, 2), (201, 1), (202, 13), (30, 14), (182, 3), (92, 11), (102, 14), (42, 5), (13, 5), (216, 7), (8, 14), (98, 4), (206, 5), (220, 13), (108, 12), (43, 9), (226, 14), (187, 5), (99, 7), (221, 9), (32, 13), (1, 12), (23, 1), (165, 4), (39, 1), (121, 15), (195, 7), (145, 10), (24, 14), (183, 5), (2, 9), (25, 5), (100, 6), (123, 2), (31, 5), (109, 7), (101, 10), (218, 7), (124, 6), (150, 13), (193, 3), (26, 6), (200, 7), (28, 2), (37, 9), (196, 6), (114, 13), (122, 14), (185, 3), (12, 11), (222, 9), (45, 12), (223, 7), (128, 10), (197, 9), (127, 4), (117, 14), (110, 13), (186, 13), (158, 10), (27, 3), (29, 15), (33, 9), (56, 3), (6, 13), (176, 8), (148, 3), (103, 4), (118, 9), (48, 6), (49, 10), (189, 2), (160, 1), (177, 6), (113, 5), (67, 4), (178, 2), (181, 5), (175, 1), (68, 12), (7, 9), (190, 1), (14, 15), (159, 8), (88, 3), (129, 10), (3, 15), (18, 5), (104, 12), (4, 2), (89, 3), (19, 8), (212, 5), (69, 14), (50, 2), (40, 13), (70, 3), (72, 9), (5, 6), (225, 13), (149, 11), (133, 13), (71, 14), (105, 10), (41, 13), (46, 11), (74, 2), (35, 14), (84, 15), (134, 2), (191, 4), (106, 12), (44, 4), (47, 5), (51, 15), (139, 8), (198, 12), (38, 12), (73, 15), (119, 4), (192, 3), (161, 2), (140, 6), (228, 5), (213, 6), (141, 3), (144, 2), (107, 9), (90, 5), (194, 12), (199, 4), (207, 9), (214, 6), (208, 8), (91, 5), (215, 1), (52, 6), (209, 8), (211, 8), (55, 10)]"
9,"[(226, 6), (72, 9), (223, 8), (128, 10), (48, 6), (102, 13), (197, 9), (103, 1), (200, 7), (140, 6), (32, 5), (176, 8), (220, 11), (182, 3), (39, 1), (30, 11), (56, 3), (212, 5), (28, 10), (214, 6), (67, 13), (216, 6), (142, 5), (68, 9), (150, 13), (69, 1), (40, 13), (195, 4), (31, 5), (42, 5), (45, 9), (221, 7), (23, 6), (198, 12), (199, 6), (179, 5), (108, 14), (123, 4), (145, 10), (92, 3), (151, 8), (49, 15), (43, 8), (88, 11), (24, 15), (222, 9), (143, 8), (125, 10), (89, 3), (8, 15), (74, 5), (1, 10), (29, 14), (153, 15), (12, 11), (183, 5), (70, 3), (227, 9), (218, 10), (41, 10), (71, 5), (185, 15), (6, 13), (37, 6), (38, 12), (193, 8), (84, 14), (114, 15), (196, 6), (186, 13), (117, 4), (213, 6), (201, 1), (93, 2), (104, 12), (180, 9), (7, 9), (225, 13), (181, 8), (146, 1), (25, 11), (135, 1), (118, 10), (147, 10), (149, 6), (152, 6), (154, 9), (50, 13), (194, 14), (44, 4), (90, 5), (26, 13), (51, 11), (136, 2), (207, 9), (2, 8), (126, 2), (187, 5), (165, 4), (202, 12), (91, 5), (169, 11), (52, 6), (105, 9), (106, 12), (127, 12), (208, 8), (27, 4), (94, 9), (55, 12), (46, 1), (3, 13), (47, 5), (73, 15), (95, 8), (33, 7), (138, 1), (139, 8), (206, 5), (188, 9), (144, 2), (107, 11), (4, 13), (209, 8), (215, 12), (109, 7), (120, 2), (96, 4), (13, 5), (14, 12), (22, 5), (34, 3), (101, 10), (121, 5), (111, 3), (5, 1), (122, 14), (112, 6), (113, 10), (119, 6), (191, 4), (192, 14), (211, 13)]"
10,"[(92, 6), (223, 6), (23, 6), (225, 12), (1, 12), (6, 3), (198, 12), (28, 2), (108, 9), (165, 7), (169, 15), (182, 7), (128, 10), (120, 2), (226, 6), (123, 2), (29, 1), (145, 2), (125, 7), (7, 5), (129, 10), (187, 13), (212, 7), (72, 8), (2, 6), (220, 15), (3, 15), (207, 9), (114, 4), (221, 9), (216, 6), (189, 2), (98, 13), (30, 7), (176, 8), (48, 15), (148, 3), (121, 4), (24, 15), (42, 5), (56, 3), (140, 6), (150, 8), (195, 4), (200, 5), (219, 13), (31, 9), (190, 14), (208, 12), (177, 8), (115, 9), (32, 13), (141, 6), (99, 12), (102, 13), (227, 2), (88, 3), (67, 13), (116, 4), (209, 2), (89, 6), (4, 13), (199, 6), (197, 9), (103, 4), (213, 5), (162, 1), (100, 1), (73, 2), (214, 3), (144, 2), (191, 4), (39, 6), (149, 14), (5, 1), (68, 1), (49, 10), (74, 5), (25, 11), (211, 8), (37, 6), (109, 7), (193, 8), (110, 13), (26, 6), (69, 13), (8, 15), (113, 5), (194, 12), (43, 8), (70, 6), (222, 8), (101, 10), (118, 11), (12, 11), (196, 6), (122, 9), (75, 9), (27, 3), (119, 6), (192, 10), (178, 2), (53, 4), (45, 12), (46, 7), (104, 12), (105, 9), (215, 1), (184, 8), (71, 14), (126, 2), (33, 6), (36, 2), (40, 12), (41, 13), (106, 5), (201, 11), (107, 11), (185, 11), (127, 8), (186, 10), (90, 5), (54, 7), (133, 13), (55, 12), (202, 12), (134, 11), (206, 4), (44, 4), (38, 14), (47, 5), (91, 5), (181, 8), (139, 8), (13, 5), (14, 12), (20, 10), (21, 4)]"
