Iteration,schedules
11,"[(40, 4), (56, 2), (160, 11), (149, 9), (168, 6), (29, 12), (22, 1), (73, 10), (17, 13), (78, 4), (60, 5), (144, 14), (107, 3), (69, 4), (70, 6), (71, 6), (154, 5), (1, 5), (155, 8), (51, 3), (74, 5), (105, 9), (169, 3), (26, 15), (23, 15), (34, 2), (139, 10), (157, 9), (108, 1), (109, 4), (142, 12), (145, 13), (89, 13), (158, 11), (90, 12), (106, 15), (143, 6), (18, 6), (30, 6), (5, 13), (19, 8), (72, 6), (134, 6), (7, 7), (156, 4), (75, 8), (6, 5), (83, 3), (24, 5), (84, 11), (52, 10), (27, 13), (110, 14), (54, 13), (76, 14), (35, 13), (122, 11), (159, 1), (55, 14), (20, 14), (12, 8), (25, 12), (111, 9), (136, 8), (28, 11), (123, 5), (13, 6), (124, 4), (31, 4), (32, 7), (137, 8), (125, 12), (138, 2), (33, 6), (4, 12), (2, 5), (161, 15), (162, 13), (126, 12), (163, 14), (91, 7), (21, 10), (150, 6), (92, 1), (94, 1), (95, 10), (164, 11), (167, 12), (128, 2), (96, 2), (99, 10), (53, 13), (151, 12), (3, 2), (36, 9), (58, 11), (133, 4), (59, 3), (39, 5), (55, 14)]"
12,"[(34, 3), (73, 2), (160, 15), (107, 3), (17, 13), (89, 4), (90, 15), (161, 10), (105, 8), (1, 3), (115, 10), (154, 14), (162, 2), (116, 8), (155, 9), (7, 7), (117, 7), (14, 12), (157, 12), (93, 10), (168, 5), (15, 2), (158, 1), (149, 9), (163, 14), (74, 13), (94, 15), (118, 15), (152, 10), (95, 10), (122, 11), (173, 9), (75, 8), (156, 4), (60, 4), (174, 4), (18, 2), (144, 15), (22, 1), (148, 1), (16, 10), (4, 12), (19, 8), (153, 6), (139, 2), (20, 15), (69, 9), (23, 15), (142, 3), (143, 6), (24, 11), (134, 6), (21, 3), (5, 6), (159, 1), (70, 15), (26, 15), (29, 3), (71, 9), (164, 11), (2, 7), (30, 6), (72, 13), (76, 14), (136, 5), (27, 2), (40, 4), (31, 4), (78, 7), (25, 12), (3, 2), (85, 13), (87, 2), (86, 7), (137, 1), (51, 3), (6, 3), (123, 10), (167, 12), (28, 8), (106, 2), (127, 13), (56, 2), (54, 10), (128, 2), (133, 8), (55, 14), (32, 7), (52, 10), (58, 11), (59, 12), (138, 2), (53, 14), (55, 14), (37, 10), (38, 4), (33, 10), (39, 9), (96, 2), (99, 10)]"
13,"[(107, 8), (134, 6), (1, 1), (60, 4), (168, 6), (34, 3), (73, 12), (56, 2), (35, 1), (89, 4), (74, 5), (58, 11), (160, 15), (90, 12), (17, 13), (105, 9), (4, 11), (106, 15), (78, 4), (82, 1), (154, 14), (61, 5), (144, 12), (157, 6), (178, 15), (148, 5), (5, 13), (59, 3), (139, 2), (36, 9), (75, 8), (155, 15), (40, 4), (18, 2), (140, 1), (161, 15), (91, 7), (108, 1), (149, 12), (6, 5), (39, 9), (110, 13), (19, 8), (109, 14), (141, 9), (111, 10), (152, 13), (92, 6), (94, 15), (22, 1), (136, 8), (153, 2), (23, 15), (162, 13), (62, 15), (163, 15), (66, 10), (51, 10), (20, 14), (67, 13), (7, 7), (68, 13), (164, 6), (95, 2), (2, 7), (167, 10), (14, 11), (143, 6), (156, 4), (24, 5), (29, 3), (158, 11), (3, 2), (30, 14), (31, 4), (25, 12), (32, 7), (15, 2), (33, 6), (159, 1), (16, 14), (21, 10), (96, 2), (137, 1), (122, 11), (52, 10), (54, 10), (26, 15), (99, 12), (55, 14), (53, 14), (27, 13), (123, 10), (124, 4), (125, 12), (138, 2), (28, 8), (55, 14), (126, 12), (128, 2), (133, 8)]"
14,"[(107, 6), (60, 11), (73, 12), (34, 3), (78, 4), (29, 12), (61, 1), (17, 13), (40, 4), (122, 11), (89, 13), (62, 15), (66, 2), (105, 8), (74, 5), (154, 8), (51, 10), (35, 13), (168, 6), (67, 13), (56, 10), (160, 11), (157, 6), (144, 12), (139, 2), (123, 5), (83, 3), (161, 15), (115, 4), (7, 7), (22, 11), (175, 9), (106, 15), (176, 6), (127, 13), (84, 11), (23, 15), (177, 9), (162, 13), (68, 3), (146, 12), (142, 3), (100, 6), (158, 1), (147, 7), (24, 11), (143, 11), (18, 2), (52, 10), (117, 1), (163, 11), (75, 13), (149, 15), (155, 8), (14, 15), (30, 14), (31, 4), (1, 3), (150, 13), (116, 8), (5, 13), (15, 4), (4, 12), (151, 12), (16, 10), (156, 4), (54, 13), (19, 10), (118, 15), (134, 6), (53, 13), (135, 3), (2, 5), (20, 2), (21, 3), (6, 5), (36, 9), (55, 14), (3, 4), (164, 11), (101, 9), (39, 9), (167, 10), (102, 1), (138, 2), (25, 12), (103, 4), (104, 5), (58, 11), (32, 7), (59, 12), (26, 15), (27, 13), (28, 11), (33, 10), (128, 11), (159, 5), (133, 4)]"
15,"[(139, 10), (1, 3), (168, 6), (5, 6), (22, 1), (56, 2), (175, 1), (2, 5), (105, 9), (89, 10), (106, 2), (29, 12), (7, 7), (149, 15), (60, 4), (73, 8), (69, 9), (4, 11), (17, 15), (30, 14), (90, 5), (57, 7), (122, 10), (107, 13), (70, 15), (12, 10), (26, 15), (71, 12), (154, 14), (155, 8), (18, 6), (31, 4), (157, 12), (160, 11), (23, 15), (158, 11), (93, 10), (19, 7), (123, 5), (94, 12), (3, 4), (95, 12), (97, 9), (98, 2), (72, 6), (78, 4), (99, 10), (115, 10), (20, 15), (156, 4), (117, 1), (159, 1), (24, 11), (25, 12), (74, 3), (144, 12), (75, 4), (146, 12), (140, 6), (76, 14), (127, 13), (59, 12), (152, 13), (13, 6), (40, 4), (161, 15), (141, 9), (176, 4), (41, 15), (162, 2), (163, 14), (143, 11), (164, 6), (153, 4), (42, 12), (116, 8), (118, 2), (128, 11), (133, 4), (34, 2), (21, 10), (177, 14), (134, 6), (167, 10), (136, 5), (6, 3), (85, 13), (147, 7), (35, 1), (86, 7), (137, 1), (27, 13), (32, 7), (45, 4), (33, 10), (28, 8), (36, 9), (87, 8), (39, 13), (46, 1), (47, 15), (48, 9), (50, 5), (138, 2)]"
16,"[(105, 9), (17, 15), (106, 15), (168, 2), (107, 3), (120, 13), (56, 10), (154, 14), (73, 2), (34, 3), (60, 5), (61, 15), (157, 12), (160, 11), (139, 10), (161, 15), (121, 8), (165, 4), (1, 3), (74, 13), (89, 13), (2, 7), (58, 11), (5, 6), (140, 6), (181, 11), (18, 2), (100, 6), (75, 4), (62, 15), (66, 10), (101, 12), (6, 3), (102, 4), (155, 8), (156, 4), (144, 12), (148, 1), (59, 3), (3, 4), (67, 13), (29, 3), (68, 13), (158, 1), (141, 11), (78, 7), (103, 13), (104, 11), (159, 1), (37, 10), (149, 15), (30, 6), (31, 4), (83, 3), (38, 12), (84, 1), (39, 5), (150, 6), (122, 10), (32, 7), (151, 8), (143, 11), (33, 10), (166, 7), (22, 11), (4, 11), (26, 15), (167, 12), (23, 8), (134, 6), (7, 7), (123, 5), (127, 13), (128, 11), (19, 8), (20, 2), (12, 8), (24, 11), (136, 8), (27, 13), (13, 4), (137, 8), (21, 10), (133, 4), (40, 4), (41, 15), (42, 12), (138, 2), (45, 4), (25, 12), (28, 11), (46, 1), (47, 15), (48, 9), (50, 8)]"
17,"[(73, 8), (168, 5), (60, 4), (34, 2), (154, 5), (29, 3), (160, 11), (107, 3), (74, 3), (69, 4), (89, 11), (139, 2), (144, 14), (17, 15), (157, 9), (120, 8), (149, 12), (75, 4), (158, 11), (121, 11), (150, 13), (100, 13), (56, 2), (1, 3), (179, 6), (58, 11), (70, 15), (35, 8), (7, 7), (22, 11), (40, 4), (155, 9), (2, 5), (161, 10), (180, 3), (23, 8), (78, 4), (122, 10), (123, 5), (71, 13), (18, 2), (8, 14), (101, 9), (9, 12), (59, 12), (85, 11), (86, 4), (145, 13), (102, 13), (36, 9), (127, 13), (4, 10), (41, 8), (103, 4), (104, 5), (72, 13), (10, 5), (11, 15), (156, 4), (142, 12), (128, 2), (87, 2), (19, 7), (165, 8), (20, 15), (105, 9), (30, 14), (133, 8), (39, 5), (21, 3), (143, 6), (151, 5), (5, 6), (31, 4), (6, 5), (3, 2), (106, 2), (134, 6), (26, 15), (32, 7), (27, 13), (135, 1), (33, 6), (76, 7), (166, 7), (138, 2), (24, 11), (42, 12), (159, 1), (167, 10), (43, 8), (44, 11), (25, 12), (28, 11), (46, 1), (47, 15), (48, 9), (50, 5)]"
18,"[(149, 12), (105, 8), (73, 8), (1, 1), (2, 5), (122, 11), (106, 15), (160, 6), (4, 10), (5, 6), (129, 9), (168, 5), (17, 13), (152, 15), (89, 13), (153, 4), (134, 6), (90, 12), (6, 5), (3, 2), (74, 5), (75, 13), (78, 4), (83, 7), (84, 11), (93, 10), (60, 11), (94, 12), (107, 6), (130, 12), (144, 15), (136, 5), (29, 12), (56, 2), (18, 2), (34, 3), (22, 11), (23, 8), (61, 15), (170, 11), (171, 14), (95, 10), (137, 8), (35, 8), (154, 8), (157, 7), (40, 4), (62, 15), (172, 6), (66, 14), (138, 2), (139, 2), (7, 7), (51, 3), (67, 13), (24, 11), (115, 8), (140, 1), (30, 14), (14, 12), (161, 15), (25, 12), (158, 7), (15, 3), (54, 13), (162, 13), (145, 3), (116, 8), (26, 15), (16, 14), (117, 1), (27, 13), (132, 1), (118, 2), (133, 4), (19, 10), (55, 14), (163, 11), (155, 8), (28, 11), (20, 14), (97, 3), (21, 9), (164, 6), (167, 12), (52, 10), (53, 14), (68, 3), (55, 14), (141, 11), (98, 9), (58, 11), (99, 12), (143, 11), (59, 3), (156, 4), (31, 4), (159, 5), (32, 7), (33, 6), (36, 9), (39, 9)]"
19,"[(56, 10), (73, 10), (149, 15), (74, 13), (160, 11), (34, 2), (139, 2), (140, 6), (89, 13), (75, 13), (29, 12), (100, 13), (141, 11), (152, 15), (154, 5), (153, 6), (78, 7), (1, 1), (101, 12), (102, 6), (5, 13), (57, 7), (144, 14), (105, 9), (6, 3), (2, 5), (155, 9), (107, 13), (148, 1), (37, 10), (3, 2), (103, 4), (104, 5), (122, 10), (7, 7), (129, 9), (38, 12), (39, 5), (134, 6), (60, 4), (4, 12), (106, 15), (161, 15), (165, 4), (168, 6), (136, 5), (166, 7), (137, 8), (40, 4), (156, 4), (115, 8), (131, 13), (132, 1), (30, 14), (8, 12), (167, 12), (138, 2), (117, 14), (143, 11), (17, 15), (157, 6), (41, 15), (9, 3), (59, 12), (22, 11), (10, 7), (11, 1), (26, 15), (181, 6), (23, 8), (24, 5), (158, 1), (27, 2), (61, 10), (116, 6), (133, 8), (83, 5), (42, 12), (84, 11), (18, 6), (25, 12), (31, 4), (118, 5), (62, 15), (66, 12), (28, 8), (19, 10), (43, 8), (159, 1), (20, 14), (67, 6), (32, 7), (21, 9), (44, 11), (33, 10), (46, 3), (68, 3), (47, 6), (48, 9), (50, 8)]"
20,"[(60, 5), (40, 4), (73, 10), (107, 8), (168, 6), (144, 12), (17, 15), (122, 11), (179, 1), (148, 1), (29, 3), (105, 9), (51, 3), (78, 7), (52, 10), (89, 11), (160, 6), (74, 13), (18, 6), (54, 13), (82, 15), (34, 2), (19, 7), (20, 2), (161, 15), (56, 2), (154, 14), (123, 10), (180, 3), (115, 10), (90, 10), (22, 1), (1, 3), (162, 13), (117, 7), (155, 9), (157, 6), (61, 5), (106, 15), (55, 14), (158, 7), (163, 14), (4, 10), (7, 7), (2, 5), (116, 8), (5, 13), (139, 2), (6, 3), (53, 13), (30, 14), (23, 8), (149, 12), (152, 13), (153, 4), (26, 15), (27, 2), (164, 6), (142, 3), (91, 2), (31, 4), (92, 3), (12, 10), (156, 4), (13, 4), (94, 12), (58, 11), (21, 5), (143, 11), (134, 6), (167, 10), (59, 3), (118, 2), (135, 3), (55, 14), (37, 7), (3, 4), (138, 2), (159, 5), (24, 11), (75, 13), (25, 12), (28, 11), (38, 12), (62, 15), (127, 13), (95, 10), (97, 3), (63, 6), (128, 11), (64, 13), (133, 4), (65, 11), (68, 3), (98, 10), (32, 7), (99, 12), (33, 10), (39, 9)]"
21,"[(149, 12), (144, 14), (122, 11), (60, 11), (105, 9), (73, 10), (17, 11), (154, 14), (34, 2), (37, 7), (74, 3), (18, 2), (157, 6), (168, 2), (134, 6), (89, 4), (106, 2), (160, 15), (107, 3), (90, 5), (158, 7), (155, 9), (38, 12), (39, 5), (78, 7), (1, 1), (7, 7), (75, 4), (69, 8), (156, 4), (150, 6), (93, 10), (175, 14), (70, 15), (136, 8), (14, 11), (4, 11), (123, 5), (5, 6), (19, 8), (85, 10), (161, 10), (71, 6), (87, 8), (86, 6), (124, 4), (125, 13), (29, 12), (72, 13), (94, 12), (145, 3), (159, 1), (151, 5), (56, 2), (40, 4), (2, 7), (76, 14), (95, 12), (139, 10), (165, 8), (142, 3), (51, 10), (20, 2), (3, 2), (15, 3), (16, 10), (22, 1), (176, 4), (21, 5), (126, 12), (143, 11), (177, 8), (128, 11), (52, 10), (96, 2), (58, 11), (54, 13), (53, 13), (23, 8), (24, 11), (137, 1), (6, 5), (99, 11), (55, 14), (59, 12), (138, 2), (26, 15), (133, 4), (119, 1), (25, 12), (27, 2), (28, 11), (30, 6), (31, 4), (166, 7), (32, 7), (167, 12), (33, 10)]"
22,"[(60, 11), (149, 15), (89, 13), (144, 12), (61, 3), (56, 10), (73, 10), (107, 6), (34, 3), (7, 7), (168, 6), (29, 12), (90, 12), (105, 11), (108, 8), (110, 15), (1, 3), (170, 14), (93, 10), (171, 13), (154, 5), (155, 9), (5, 6), (109, 4), (78, 4), (94, 9), (74, 5), (145, 3), (4, 10), (17, 15), (139, 10), (172, 7), (111, 8), (12, 2), (2, 7), (75, 4), (35, 8), (18, 6), (156, 4), (19, 7), (85, 10), (122, 11), (160, 6), (142, 12), (129, 5), (143, 14), (157, 6), (62, 11), (66, 10), (67, 6), (87, 8), (161, 10), (165, 4), (30, 14), (106, 2), (20, 15), (36, 9), (31, 4), (158, 11), (32, 7), (68, 3), (13, 8), (6, 3), (159, 1), (40, 4), (33, 6), (21, 5), (131, 15), (86, 7), (132, 1), (166, 7), (3, 2), (22, 1), (39, 13), (23, 8), (41, 8), (95, 12), (97, 3), (98, 10), (99, 11), (134, 6), (135, 1), (138, 2), (24, 5), (25, 12), (58, 11), (59, 12), (26, 15), (133, 8), (27, 13), (167, 10), (28, 11), (150, 13), (151, 12), (42, 12), (45, 4), (46, 1), (47, 6), (48, 9), (50, 8)]"
23,"[(29, 3), (17, 11), (139, 10), (160, 11), (105, 9), (144, 14), (60, 3), (69, 8), (78, 7), (106, 15), (89, 10), (149, 15), (82, 15), (22, 1), (18, 2), (19, 8), (154, 8), (155, 15), (107, 13), (122, 11), (161, 10), (40, 4), (26, 15), (146, 12), (73, 8), (20, 2), (23, 8), (162, 13), (51, 3), (147, 7), (30, 6), (163, 14), (108, 1), (109, 4), (27, 2), (134, 6), (135, 6), (142, 3), (129, 9), (130, 12), (70, 14), (56, 2), (52, 10), (53, 14), (152, 10), (132, 1), (1, 5), (133, 4), (74, 5), (110, 14), (57, 7), (71, 9), (164, 11), (34, 3), (24, 11), (100, 4), (75, 4), (138, 2), (167, 12), (111, 9), (72, 6), (157, 9), (156, 4), (59, 12), (4, 11), (143, 6), (153, 2), (168, 5), (158, 7), (54, 10), (55, 14), (101, 12), (76, 14), (35, 13), (36, 9), (7, 7), (25, 12), (2, 5), (159, 1), (102, 4), (28, 11), (103, 6), (14, 15), (5, 6), (170, 11), (39, 9), (31, 4), (32, 7), (104, 11), (33, 6), (15, 4), (3, 4), (171, 13), (16, 10), (21, 3), (172, 7), (6, 5)]"
