Iteration,Makespan
1,635.1
2,478.09999999999997
3,533.0
4,367
5,568.7
6,545
7,461.5
8,594.4
9,457.7
10,479.70000000000005
11,461.20000000000005
12,663.8
13,520.5
14,502.40000000000003
15,498.09999999999997
16,698.6
17,455.9
18,590.8
19,621
20,416.9
21,434.3
22,660.0999999999999
23,441.0
24,471.8
25,590.5
26,474.0
27,455.6
28,410.1
29,513.5999999999999
30,543.4
31,551.9
32,580.0
33,592.4
34,495.7
35,425.8
36,493.8
37,757.9
38,593.3
39,479.40000000000003
40,564.9
41,477.30000000000007
42,754.6
43,592.3000000000001
44,529.7
45,382.5
46,646.3000000000001
47,487
48,500.90000000000003
49,505.2
50,514.7
51,420.70000000000005
52,486.8
53,613.5
54,733.1
55,587.6
56,483.9
57,491.0
58,681.8
59,457.5
60,549.7
61,607.2
62,597.3
63,655.5
64,567.3
65,740.3
66,619.7
67,579.5999999999999
68,622.3
69,661.4000000000001
70,361.40000000000003
71,594.8
72,434.20000000000005
73,751.4
74,537.8
75,440.8
76,673.6999999999999
77,526.1
78,510.1
79,431
80,575.9000000000001
81,499.3
82,522.0
83,538.5
84,471.6
85,558.9000000000001
86,509.1000000000001
87,583.6
88,550.3
89,507.1
90,545.1
91,425.3
92,554.6
93,472.5
94,497.70000000000005
95,700.2999999999998
96,561
97,703.0999999999999
98,474.8
99,561.0
100,560
101,601.5999999999999
102,586.0
103,649.9
104,593.1
105,738.5
106,563.4
107,596
108,782.6
109,605.9
110,550.6000000000001
111,649.9
112,695.0
113,534.2
114,690.3
115,622.5
116,657.0999999999999
117,563.9
118,558.8
119,447
120,592.4000000000001
121,496.9
122,592.3
123,582.9000000000001
124,532
125,526.0
126,701.1
127,529.9
128,665.3000000000001
129,528.0
130,754.4
131,700.1
132,463.1
133,404.1
134,457.29999999999995
135,553.0
136,764.5
137,587.8000000000001
138,604.0
139,583.1
140,873.0
141,536
142,813.4000000000001
143,523.7
144,563.7
145,489.2
146,592.0
147,444.7
148,467.70000000000005
149,718.3
150,556.6
151,694.8
152,553.8
153,538.1
154,582.3
155,492.0
156,590.0
157,657.6
158,591.4
159,514.0
160,499
161,590.5
162,807.5
163,742.1
164,712.7
165,542.4
166,553.5
167,537.0999999999999
168,482.8
169,535
170,590.3
171,769.0999999999999
172,505.5
173,417.8
174,530.8
175,710
176,715.4
177,603.3
178,633.5
179,525.7
180,683.0
181,526.9
182,691.0
183,515.6
184,357.2
185,682.2
186,535.7
187,691.0
188,560.4000000000001
189,444.90000000000003
190,383.8
191,446
192,781.2
193,495.00000000000006
194,608.9
195,558.5
196,500.0
197,613.9000000000001
198,849.4000000000001
199,496.2
200,518.7
201,472.8
202,636.9
203,583.4000000000001
204,545.7
205,453.2
206,497.5
207,563.2
208,618.3
209,564.9
210,510.6
211,623.7
212,514.9
213,660.7
214,553.1
215,498.20000000000005
216,469.6
217,674.2
218,479.4
219,612.0
220,619.1
221,575.8
222,593.5
223,497.90000000000003
224,541.0999999999999
225,547.5
226,505.7
227,842.3
228,557.2
229,572.5
230,555.6
231,503.3
232,861.1999999999999
233,621
234,556.9
235,501.6
236,621.7
237,663.4000000000001
238,550.6
239,676.3
240,574.8
241,604.3
242,630.4
243,612.1999999999999
244,560.5
245,486.1
246,568.5
247,502.6000000000001
248,655.9
249,738.4
250,749.5999999999999
251,667.6999999999999
252,604.7
253,653.3
254,742.3000000000001
255,870.4
256,928.2
257,556
258,532.7
259,629.3
260,652.4999999999998
261,669.8
262,595.4
263,677.4
264,527.3000000000001
265,415.4
266,690.2
267,849.9999999999999
268,757.9
269,837.3
270,933.9
271,663
272,664.4000000000001
273,670.3
274,859.1
275,470.3
276,744.6999999999998
277,899.7
278,519.1
279,821.9
280,859.5000000000001
281,689.6000000000001
282,877.0999999999999
283,708.5999999999999
284,530.1
285,509.7
286,600.2
287,750.1
288,744.6999999999999
289,691.1
290,569.0
291,599.7
292,792.5
293,787.3000000000001
294,679.9
295,586.5999999999999
296,657.3
297,548.4
298,780.9
299,530.9
300,753.5
301,1107.0
302,647.4
303,590.8
304,898.3
305,791.8
306,743.3
307,492.8
