Iteration,schedules
1,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
2,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
3,"[(1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (14, 8), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
4,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
5,"[(14, 8), (1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
6,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
7,"[(1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (14, 8), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
8,"[(1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (14, 8), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
9,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
10,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
11,"[(1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
12,"[(1, 4), (2, 3), (3, 15), (7, 4), (8, 13), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
13,"[(14, 8), (1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
14,"[(1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (14, 8), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
15,"[(14, 8), (1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
16,"[(14, 8), (1, 4), (2, 3), (3, 15), (7, 4), (8, 13), (9, 4), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
17,"[(14, 8), (1, 4), (2, 3), (3, 15), (4, 14), (5, 13), (6, 11), (9, 4), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
18,"[(1, 4), (2, 3), (3, 15), (7, 4), (8, 13), (9, 4), (14, 8), (18, 7), (15, 5), (16, 13), (17, 3), (18, 14)]"
19,"[(1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (14, 8), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
20,"[(1, 4), (10, 4), (11, 14), (12, 6), (13, 14), (14, 8), (17, 3), (18, 7), (15, 5), (16, 13), (17, 2)]"
