Iteration,Makespan
1,726.0999999999999
2,652.6
3,709.8
4,701.3
5,617.8
6,719.8
7,823.3
8,735.1
9,756.9
10,604.7
11,592.1
12,870.3
13,528.3
14,553.0
15,764.3000000000001
16,734.3
17,606.9
18,667.0
19,721.3
20,603.6
21,560
22,690.6999999999999
23,593.6
24,649
25,679.2
26,674.3
27,925.5999999999999
28,751.3
29,775.6
30,597
31,651.5
32,521
33,818.4
34,802.1
35,882.8
36,687.0
37,798.6
38,656.0
39,590.9
40,608.6
41,507.9
42,690.6
43,703.5999999999999
44,785.2
45,613.3
46,650.4
47,594.9
48,862.0
49,594.7
50,631.6
51,859.0
52,495.6
53,719.0
54,492.2
55,645.4
56,654.9
57,716.0
58,561.9000000000001
59,688.4
60,766.2
61,761.9
62,693.2
63,609.9
64,705.5
65,714.0
66,702.6
67,604
68,651.8
69,608
70,682.4999999999999
71,663.9
72,696.3
73,748.8
74,638.9
75,628.2
76,601.1
77,914.1000000000001
78,704.0
79,652.5
80,634.5
81,780.2
82,653.3
83,788.0
84,599.1
85,752.7
86,668.3
87,525.5
88,658.0
89,861.5
90,682.0
91,814.8
92,681.9
93,585.1
94,618.7
95,745.7
96,727.3
97,640.8
98,888.0
99,553.5999999999999
100,749.0
101,895.5
102,606.3
103,779.1
104,767.4
105,589.8
106,744.7
107,629.1
108,586.4
109,494
110,564
111,589.8
112,705.2
113,699
114,741.8
115,564.0
116,743.5
117,517.3
118,771.3
119,595.4
120,774.8
121,691
122,713
123,592.0
124,792.1
125,642.2
126,827
127,601.5
128,699.1
129,743.9
130,553.7
131,700.6
132,761.4000000000001
133,729.6
134,686.3000000000001
135,616.3
136,706.6
137,767.7
138,622.2
139,773.7
140,654.3
141,1022.8
142,639.3
143,673.0
144,723.9
145,635.2
146,825.3
147,900.4000000000001
148,813.3999999999999
149,507.09999999999997
150,569.5
151,578.4
152,758.0
153,641.9
154,656.8
155,572.9000000000001
156,980.7
157,669.2
158,509.6
159,919.6
160,686
161,759.2
162,838.8
163,694.8
164,726.9
165,637.7
166,432.79999999999995
167,835.1
168,832.1
169,573.6
170,802.3
171,730
172,870.7
173,1032.7
174,866.6
175,890.8000000000001
176,1049.4
177,682.0
178,514.4
179,863.0
180,742.1
181,643.3
182,1117.7
183,676.6
184,680.5
185,660.3
186,498.2
187,682.9
188,666.3
