Iteration,Makespan
1,807.0
2,793.7
3,848.8
4,687.3
5,800.1
6,919.5
7,819.7
8,870.2
9,612.9
10,804.9000000000001
11,706.0999999999999
12,759.1
13,622.5999999999999
14,831.0
15,861
16,809.6
17,811.4000000000001
18,773.9000000000001
19,897.0
20,803.5000000000001
21,770.2
22,945.6
23,691.5
24,885.5999999999999
25,855.6
26,732.7
27,895.8000000000001
28,688.5
29,820.2
30,798.0
31,639.7
32,745.2
33,756.2
34,862.0
35,866.0
36,966.5
37,855.6
38,771.3
39,739.3
40,649.2
41,822.6
42,989.5999999999999
43,1002.6999999999999
44,740.7
45,875.5999999999999
46,847.5999999999999
47,796.6
48,972.8
49,870.1
50,857.3
51,834
52,937.6999999999999
53,697.1
54,841.7
55,946.0
56,1129.9
57,730.4
58,886.3000000000001
59,773.6
60,961.5999999999999
61,824.5000000000001
62,906.0999999999999
63,819.4
64,724.0
65,955.5000000000001
66,798.3
67,728.5
68,697.2
69,852.2999999999998
70,741.4000000000001
71,799.5
72,856.5999999999999
73,916.3
74,912.4
75,833.4000000000001
76,1055.6999999999998
77,824.0
78,887.8
79,900.3
80,960.6999999999999
81,728.5
82,840.4000000000002
83,916.8
84,751.5
85,736.9
86,907.0999999999999
87,817.4000000000001
88,835.5
89,978.8
90,979.4
91,894.9000000000001
92,851
93,753.2
94,669.1
95,816.5
96,818.9
97,783.2
98,922.0
99,852.9000000000001
100,1147.9
101,976.0
102,757.6
103,1042.0
104,1047.3999999999999
105,893.7
106,819.0
107,645.5
108,825.7
109,790.6999999999999
110,752.7
111,1004.9000000000001
112,768.9000000000001
113,600.1
114,999.1999999999999
115,738.4
116,631.5
117,788.5999999999999
118,752.1
119,734.0
120,1036.7
121,698.8
122,959.6000000000001
123,862.2
124,658.4
125,748.0999999999999
126,833.0
127,867.6
128,738.7
129,1192.2
130,976.8
131,802.7
132,760.2
133,1036.3
134,798.8
135,899.4
136,947.3
137,700.0
138,991.8
139,801.3000000000001
140,712.4
141,899.5
142,946.5
143,904.2
144,871.6999999999999
145,925.4
146,837.1
147,1084.1000000000001
148,1072.7000000000003
149,1140.4
150,775.1
151,835.1
152,1131.9
153,1004.3000000000001
154,1041.9
155,952.8
156,868.0
157,1207.8
158,786.8
159,970.2000000000002
160,785.2
161,672.5999999999999
162,744.5
163,1129.2
164,827.3
165,719.6
166,1009.1999999999999
167,1042.7
168,752.4
169,815.2
170,858.8
171,899.0
172,662.2
173,809.8
174,716.2
175,881.1
176,956.5
177,697.5
178,945.4
179,652.2
180,952.4
181,957.0
182,802.4
183,1134.0
184,787.8000000000001
185,1219.5
186,917.0999999999999
187,691.7
188,1039.9
189,902.7
190,712.0999999999999
191,917.4
192,832.4
193,807.0999999999999
194,1014.5999999999999
195,878.3
196,860.5
197,1251.9
198,1302.7
199,1109.3
200,1074.3
201,1338.5
202,1013.0
203,1137.1
204,859.3
205,1004.2
206,899.8
207,996.6999999999999
208,956.2
209,1246.7999999999997
210,1027.4
211,832.0
212,1145.5
213,944.6
214,1207.6
215,691.4000000000001
216,718.6
217,1402.0
218,1079.8
219,948.9999999999999
220,810.2
221,1075.3
222,1112.5
223,796.6
224,1267.5
225,866.7
226,957.5
227,883.4000000000001
228,799.3
229,776.0000000000001
230,685.1
231,892.8
232,1116.5
233,781.0
234,705.9
235,788.5999999999999
236,947.5
237,1134.5
238,840.3000000000001
239,1052.8
240,977.5
241,863.5
242,1417.5000000000002
243,964.5
244,1148.9
245,882.2
246,830.6
247,733.7
248,877.8
249,651.4
250,1078.3
251,820.3
252,1190.8000000000002
253,684.6
254,1054.3
255,719.3000000000001
256,703.5
257,983.2
258,750.3
259,861.8
260,930.8000000000001
261,744.4000000000001
262,909.8
263,758.4000000000001
264,630.6
265,1280.1
266,840.4000000000001
267,710.5
268,715.2
269,664.9
270,962.5000000000001
271,784.8
272,1275.9
273,879.2
274,1044.0
275,747.9
276,746.6
277,918.3
278,834.9
279,769.5
280,898.4999999999999
281,851.9
282,1040.0
283,1001.6999999999999
284,1022.9
285,1041.8000000000002
286,913.8
287,1034.6
288,803.0
289,765.4
290,732.8
291,861
292,827.1
293,894.7
294,930.0
295,861.4
296,773.1
297,1241.6999999999998
298,709.1
299,926.4
300,773.2
301,872
302,1116.5
303,945.5
304,1225.4
305,752.0
306,897.9
307,937.2
308,818.0999999999999
309,761.4000000000001
310,1047.6
311,797.4
312,1061.3000000000002
313,867.3
314,805.0
315,907.7
316,1264.3000000000002
317,1096.5
318,711.9000000000001
319,1363.1000000000001
320,890.8
321,970.0
322,1469.6
323,1082.3
324,1026.5
325,1166.0
326,724.4
327,964.8999999999999
328,1130.1
329,1053.5
330,1257.1
331,802.1999999999999
332,1417.2000000000003
333,869.5
334,1086.8
335,810.7
336,1157.1
337,1304.0000000000002
338,1338.4
339,788.0
340,933.9000000000001
341,798.6
342,1080.4
343,805.4
344,1064.9
345,775.0
346,852.5
347,726.1999999999999
348,812.9
349,752.9
350,1142.7
351,983.8
352,1455.8
353,1208.4
354,1331.0
355,958.9
356,1186.5
357,1084.6
358,1116.8000000000002
359,1043.6
360,897.2
361,947.0000000000001
362,1731.4
363,1365.1
364,1213.6999999999998
365,1154.7
366,1454.7000000000003
367,885.4999999999999
368,1209.4
369,1299.4
370,1397.3
371,1116.3000000000002
372,1625.5
373,1657.0
374,1546.6
375,1475.2
376,1510.1000000000001
377,1046.2
378,1316.5
379,1767.6
380,1591.5
381,1577.6999999999998
382,1115.1
383,1417.6999999999998
384,1308.2
385,1265.3
386,1597.2
387,1200.1
388,1340.8
389,1087.5
390,1293.6
391,1366.9999999999998
392,1431.0
393,1112.5
394,1117.4
395,1488.8000000000002
396,1583.3999999999999
397,1549.7
398,1525.6999999999998
399,1409.5
400,1260.3000000000002
401,1594.0
402,1023.4
403,1574.7
404,1307.1
405,1378.7
406,1448.2
407,1317.8000000000002
408,1509.3999999999999
409,1570.6
410,1267.8
411,1142.8
412,1445.0
413,739.1
414,1499.9000000000003
415,859.0999999999999
416,1073.4
417,899.4
418,929.2
419,1023.1999999999999
420,1543.7
421,1629.5
422,1609.9
423,1548.0
424,1438.0
425,882.9000000000001
426,1175.9
427,1665.2
428,1425.8000000000002
429,1663.2
430,1821.4999999999998
431,1026.4
432,1538.1999999999998
433,1621.1
434,1737.9
435,1709.9
436,1614.8
437,1681.6
438,1238.2000000000005
439,1448.8
440,1821.2
441,1621.5
442,1745.2
443,1339.6000000000004
444,1566.4
445,1659.7
446,1649.8000000000002
447,1652.4999999999998
448,1707.6
449,1591.3
450,1730.6000000000001
451,1451.5000000000002
452,1717.3
453,1612.6
454,1428.7
455,1543.2
456,1768.8000000000002
457,1856.8
458,1476.6
459,1362.5
460,1730.4
461,1723.3999999999999
462,1462.8
463,1467.3000000000002
464,1873.2
465,1444.9
466,1426.8000000000002
467,1653.6
468,1851.1
469,1695.8999999999999
470,1615.1999999999998
471,1702.8000000000002
472,1768.2
473,1643.0
474,1754.1
475,1916.3
476,1787.6
477,1680.4999999999998
478,1410.6
479,1480.7
480,1727.7000000000003
481,1596.1999999999998
482,1569.0
483,1829.6
484,1432.5
485,1813.2
486,1807.8
487,1629.3000000000002
488,1606.1
489,1558.1999999999998
490,1546.2
491,1778.1999999999998
492,1240.2000000000003
493,1764.0
494,1481.8999999999999
495,1876.9
496,1842.0
497,1539.8
498,1607.2
499,2094.2
500,1846.0
