Iteration,Makespan
1,712.6
2,557.4
3,571.9000000000001
4,684.7
5,345.90000000000003
6,595.3000000000001
7,700.6
8,570.9
9,757.2
10,547.1
11,478.3999999999999
12,555.6000000000001
13,608.4
14,759.8000000000001
15,733.4
16,553.6
17,787.3
18,849.0999999999999
19,615.2
20,728.9
21,495.90000000000003
22,849.1999999999999
23,633.7
24,536.6
25,749.2
26,707.8
27,754.0
28,825.7
29,671.5
30,797.3
31,629.8
32,777.1
33,705.3
34,600.8000000000001
35,588.6999999999999
36,543.7
37,576.2
38,474.6
39,646.7
40,634.2000000000002
41,618.8
42,627.9000000000001
43,800.5999999999999
44,609.4
45,522.5
46,666.7
47,579.8
48,589.2
49,717.3
50,655.8
