Iteration,over_schedule
1,"[[252, 14, 0, 10], [63, 3, 0, 8], [66, 1, 8, 21], [67, 9, 21, 38], [247, 8, 0, 11], [38, 11, 0, 18], [39, 12, 18, 59], [201, 13, 0, 18.3], [213, 1, 21, 37.8], [32, 7, 0, 18.9], [26, 15, 0, 44], [150, 2, 0, 15], [151, 6, 15, 22], [152, 11, 22, 31], [1, 5, 0, 31.5], [74, 13, 18.3, 50.3], [76, 2, 50.3, 61.3], [77, 1, 61.3, 77.3], [160, 12, 59, 70.1], [163, 10, 70.1, 86.89999999999999], [164, 8, 86.89999999999999, 104.5], [34, 9, 38, 51.1], [101, 4, 0, 13.6], [106, 7, 18.9, 40.599999999999994], [107, 9, 51.1, 64.5], [145, 6, 22, 55], [147, 8, 104.5, 111.5], [148, 1, 111.5, 116.5], [181, 4, 13.6, 63.6], [192, 3, 63.6, 106.6], [155, 14, 10, 36.7], [157, 2, 61.3, 73.7], [158, 7, 73.7, 86.9], [97, 10, 86.89999999999999, 113.89999999999999], [177, 6, 55, 76], [179, 12, 76, 100], [37, 5, 31.5, 40.6], [11, 11, 31, 65], [49, 5, 40.6, 88.6], [69, 3, 106.6, 150.6], [70, 13, 150.6, 160.6], [99, 2, 73.7, 79.7], [197, 10, 113.89999999999999, 147.89999999999998], [199, 11, 147.89999999999998, 163.89999999999998], [35, 12, 100, 107.9], [133, 11, 163.89999999999998, 207.89999999999998], [134, 10, 207.89999999999998, 220.89999999999998], [138, 13, 220.89999999999998, 266.9], [139, 11, 266.9, 285.9], [53, 5, 88.6, 120.69999999999999], [44, 9, 64.5, 111.5], [47, 14, 111.5, 161.5], [112, 8, 111.5, 128.5], [113, 5, 128.5, 134.5], [114, 15, 134.5, 161.5], [117, 4, 161.5, 207.5], [80, 10, 220.89999999999998, 259.79999999999995], [30, 6, 76, 90.1], [234, 4, 207.5, 236.5], [243, 4, 236.5, 265.5], [244, 14, 265.5, 306.5], [245, 6, 306.5, 332.5], [246, 14, 332.5, 350.5], [17, 13, 266.9, 314.9], [92, 6, 332.5, 362.5], [87, 14, 350.5, 365.0], [91, 12, 365.0, 382.8], [216, 4, 265.5, 312.5], [227, 13, 314.9, 355.9], [228, 10, 355.9, 371.9], [229, 6, 371.9, 384.9], [230, 4, 384.9, 388.9], [231, 14, 388.9, 401.9], [232, 8, 128.5, 143.5], [165, 2, 79.7, 97.7], [166, 12, 382.8, 412.8], [167, 9, 412.8, 432.8], [168, 5, 432.8, 440.8], [149, 2, 116.5, 158.5], [193, 10, 371.9, 415.9], [248, 13, 355.9, 381.9], [68, 8, 143.5, 190.5], [171, 10, 440.8, 460.8], [36, 6, 384.9, 446.09999999999997], [98, 1, 116.5, 156.5], [18, 1, 314.9, 320.9], [54, 12, 412.8, 428.1], [58, 1, 428.1, 437.0], [59, 6, 446.09999999999997, 458.99999999999994], [172, 6, 460.8, 505.8], [200, 3, 163.89999999999998, 208.89999999999998], [173, 3, 505.8, 510.8], [2, 7, 86.9, 124.7], [3, 8, 190.5, 229.4], [43, 5, 440.8, 483.8], [174, 9, 510.8, 543.8], [144, 8, 285.9, 302.9], [253, 15, 161.5, 179.5], [175, 7, 543.8, 579.8], [254, 15, 179.5, 222.5], [255, 12, 428.1, 471.1], [31, 14, 401.9, 420.79999999999995], [27, 12, 471.1, 504.1], [256, 13, 381.9, 411.9], [85, 3, 510.8, 528.6], [51, 9, 543.8, 564.8], [130, 2, 158.5, 189.5], [180, 9, 564.8, 589.8], [250, 3, 528.6, 549.6], [195, 10, 460.8, 496.8], [196, 14, 496.8, 524.8], [176, 15, 579.8, 608.8], [194, 14, 524.8, 555.8], [196, 14, 555.8, 583.8], [121, 12, 504.1, 509.1], [6, 9, 589.8, 629.9], [257, 12, 509.1, 534.1], [50, 1, 437.0, 446.0], [33, 2, 189.5, 211.0], [258, 11, 534.1, 573.1], [48, 13, 411.9, 418.9], [259, 8, 573.1, 620.1], [154, 14, 583.8, 603.8], [233, 2, 211.0, 255.0], [7, 14, 629.9, 645.5], [72, 11, 573.1, 600.1], [122, 2, 509.1, 556.1], [123, 1, 556.1, 583.1], [124, 9, 629.9, 647.9], [129, 13, 647.9, 673.9], [249, 13, 673.9, 687.9], [73, 10, 600.1, 648.1], [15, 3, 549.6, 573.6], [78, 15, 608.8, 627.8], [79, 3, 627.8, 663.8], [52, 12, 564.8, 611.8], [23, 15, 627.8, 662.8], [16, 13, 687.9, 692.9], [131, 6, 505.8, 523.8], [28, 7, 579.8, 608.8], [132, 10, 648.1, 676.1], [24, 2, 662.8, 673.8], [8, 7, 608.8, 638.4], [9, 12, 638.4, 656.6999999999999], [251, 3, 663.8, 702.8], [93, 5, 483.8, 522.8], [250, 3, 702.8, 723.8], [19, 5, 522.8, 552.8], [12, 15, 662.8, 695.8], [100, 5, 552.8, 592.8], [25, 1, 673.8, 683.8], [86, 12, 656.6999999999999, 676.8], [20, 4, 552.8, 597.8], [13, 7, 695.8, 703.8], [14, 7, 703.8, 716.8], [81, 9, 647.9, 667.6999999999999], [82, 14, 667.6999999999999, 694.4], [21, 2, 673.8, 702.8], [83, 2, 702.8, 718.4], [22, 12, 702.8, 718.8], [29, 15, 695.8, 726.8], [84, 6, 718.4, 740.1999999999999], [94, 13, 692.9, 700.9], [95, 5, 700.9, 721.9], [96, 4, 721.9, 752.9], [10, 10, 676.1, 698.0]]"
2,"[[112, 7, 0, 12], [118, 3, 12, 34], [119, 5, 34, 43], [120, 6, 43, 67], [17, 13, 0, 48], [234, 4, 0, 29], [235, 3, 34, 68], [236, 15, 68, 81], [240, 4, 81, 105], [241, 13, 105, 134], [242, 4, 134, 171], [92, 6, 67, 97], [37, 5, 43, 52.1], [53, 5, 52.1, 84.2], [38, 11, 0, 18], [40, 6, 97, 114], [41, 7, 114, 122], [42, 2, 122, 134], [34, 9, 0, 13.1], [69, 7, 122, 170], [70, 13, 170, 180], [97, 10, 0, 27], [247, 8, 0, 11], [197, 2, 134, 173], [198, 7, 173, 188], [11, 11, 18, 52], [160, 12, 0, 11.1], [161, 13, 180, 212.5], [162, 5, 212.5, 228.8], [44, 9, 13.1, 60.1], [47, 14, 60.1, 110.1], [232, 8, 11, 26], [80, 12, 11.1, 41.2], [150, 10, 27, 45], [151, 1, 45, 51], [152, 10, 51, 61], [30, 8, 26, 51.6], [35, 12, 41.2, 49.1], [145, 6, 114, 147], [146, 3, 147, 159], [1, 5, 228.8, 260.3], [155, 15, 81, 96.8], [159, 1, 96.8, 122.4], [49, 7, 188, 233], [201, 8, 51.6, 69.4], [202, 1, 122.4, 129.1], [63, 3, 159, 167], [66, 1, 167, 180], [67, 9, 180, 197], [252, 14, 110.1, 120.1], [87, 14, 120.1, 134.6], [89, 11, 134.6, 153.5], [90, 2, 173, 197.5], [32, 4, 171, 201.1], [101, 4, 201.1, 214.7], [105, 1, 214.7, 221.39999999999998], [99, 14, 134.6, 141.6], [165, 2, 197.5, 215.5], [169, 3, 215.5, 244.5], [170, 4, 244.5, 277.5], [74, 15, 96.8, 132.8], [75, 9, 197, 223], [26, 10, 61, 110], [181, 4, 277.5, 327.5], [182, 15, 327.5, 348.5], [183, 12, 348.5, 383.5], [184, 4, 383.5, 394.5], [185, 2, 394.5, 412.5], [187, 3, 412.5, 447.5], [188, 6, 447.5, 463.5], [189, 9, 463.5, 487.5], [191, 1, 487.5, 502.5], [133, 11, 153.5, 197.5], [140, 9, 487.5, 504.5], [141, 2, 504.5, 533.5], [143, 1, 533.5, 557.5], [216, 3, 447.5, 493.5], [227, 6, 493.5, 531.5], [228, 10, 531.5, 547.5], [229, 6, 547.5, 560.5], [230, 4, 560.5, 564.5], [231, 14, 564.5, 577.5], [177, 1, 557.5, 585.5], [179, 12, 585.5, 609.5], [144, 8, 557.5, 574.5], [204, 15, 348.5, 360.4], [54, 12, 609.5, 624.8], [58, 1, 624.8, 633.6999999999999], [59, 6, 633.6999999999999, 646.5999999999999], [43, 5, 260.3, 303.3], [180, 7, 609.5, 632.5], [78, 4, 564.5, 582.5], [149, 2, 533.5, 575.5], [72, 11, 197.5, 224.5], [12, 12, 624.8, 654.8], [171, 10, 547.5, 567.5], [36, 6, 646.5999999999999, 707.8], [68, 8, 574.5, 621.5], [200, 12, 654.8, 702.8], [18, 1, 633.6999999999999, 639.6999999999999], [50, 1, 639.6999999999999, 648.6999999999999], [172, 6, 707.8, 752.8], [51, 9, 504.5, 525.5], [130, 2, 575.5, 606.5], [253, 15, 360.4, 378.4], [256, 13, 378.4, 408.4], [173, 3, 752.8, 757.8], [254, 15, 378.4, 421.4], [255, 12, 702.8, 745.8], [31, 12, 745.8, 766.5999999999999], [48, 8, 621.5, 627.5], [233, 15, 421.4, 471.4], [174, 9, 757.8, 790.8], [6, 12, 766.5999999999999, 802.1999999999999], [81, 9, 790.8, 810.5999999999999], [23, 15, 471.4, 506.4], [7, 14, 802.1999999999999, 817.8], [73, 10, 567.5, 615.5], [79, 10, 615.5, 647.5], [175, 7, 790.8, 826.8], [257, 4, 582.5, 614.5], [52, 1, 648.6999999999999, 690.6999999999999], [248, 5, 303.3, 327.3], [131, 5, 606.5, 628.5], [249, 13, 408.4, 422.4], [98, 14, 817.8, 859.8], [121, 13, 422.4, 433.4], [122, 2, 606.5, 653.5], [123, 8, 653.5, 683.5], [124, 9, 810.5999999999999, 828.5999999999999], [176, 15, 826.8, 855.8], [258, 11, 745.8, 784.8], [85, 3, 757.8, 775.5999999999999], [24, 4, 614.5, 626.5], [259, 8, 784.8, 831.8], [82, 13, 810.5999999999999, 831.8999999999999], [83, 2, 831.8999999999999, 847.4999999999999], [27, 10, 647.5, 667.5], [84, 6, 847.4999999999999, 869.2999999999998], [251, 14, 859.8, 894.8], [33, 6, 869.2999999999998, 881.8999999999999], [13, 7, 826.8, 834.8], [129, 4, 828.5999999999999, 857.5999999999999], [93, 8, 831.8, 871.8], [154, 11, 784.8, 801.8], [15, 2, 847.4999999999999, 866.4999999999999], [25, 14, 894.8, 910.8], [16, 13, 866.4999999999999, 871.4999999999999], [8, 9, 828.5999999999999, 855.3999999999999], [203, 14, 910.8, 942.9], [9, 12, 855.3999999999999, 873.6999999999998], [2, 6, 881.8999999999999, 918.5999999999999], [3, 8, 918.5999999999999, 957.4999999999999], [94, 13, 871.8, 879.8], [132, 10, 667.5, 695.5], [10, 10, 873.6999999999998, 895.5999999999998], [28, 7, 834.8, 863.8], [100, 13, 879.8, 915.8], [29, 3, 863.8, 883.8], [205, 10, 942.9, 955.6], [19, 5, 639.6999999999999, 669.6999999999999], [86, 12, 873.6999999999998, 893.7999999999998], [14, 7, 871.4999999999999, 884.4999999999999], [20, 3, 883.8, 922.8], [21, 2, 922.8, 951.8], [22, 12, 951.8, 967.8], [95, 5, 879.8, 900.8], [96, 6, 918.5999999999999, 947.5999999999999], [250, 14, 942.9, 971.9], [251, 7, 971.9, 1005.9]]"
3,"[[112, 7, 0, 12], [113, 5, 12, 18], [115, 7, 18, 45], [116, 2, 45, 55], [117, 4, 55, 101], [133, 11, 0, 44], [140, 9, 44, 61], [142, 15, 61, 74], [143, 1, 74, 98], [44, 9, 61, 108], [47, 14, 108, 158], [17, 6, 0, 44], [49, 5, 18, 66], [35, 12, 0, 7.9], [97, 10, 0, 27], [37, 5, 66, 75.1], [63, 3, 0, 8], [64, 8, 8, 21], [65, 2, 55, 76], [181, 4, 101, 151], [192, 3, 151, 194], [34, 9, 108, 121.1], [160, 12, 7.9, 19.0], [161, 13, 19.0, 51.5], [162, 8, 51.5, 68.6], [69, 3, 194, 238], [71, 15, 238, 251], [155, 15, 251, 266.8], [156, 3, 266.8, 273.6], [197, 10, 27, 61], [198, 7, 61, 76], [234, 11, 44, 75], [235, 3, 273.6, 307.6], [236, 15, 307.6, 320.6], [240, 4, 320.6, 344.6], [241, 13, 344.6, 373.6], [242, 4, 373.6, 410.6], [32, 7, 76, 94.9], [87, 14, 158, 172.5], [88, 5, 172.5, 206.9], [11, 11, 75, 109], [92, 1, 98, 136], [53, 5, 206.9, 239.0], [247, 2, 76, 90], [201, 13, 373.6, 391.90000000000003], [214, 13, 391.90000000000003, 412.3], [215, 8, 412.3, 430.7], [99, 2, 90, 96], [216, 13, 412.3, 462.3], [217, 7, 462.3, 467.3], [218, 7, 467.3, 479.3], [219, 3, 479.3, 484.3], [221, 9, 484.3, 488.3], [222, 2, 488.3, 515.3], [223, 2, 515.3, 555.3], [226, 10, 555.3, 602.3], [26, 15, 320.6, 364.6], [232, 9, 488.3, 504.3], [101, 7, 479.3, 497.1], [105, 1, 497.1, 503.8], [165, 2, 555.3, 573.3], [166, 12, 573.3, 603.3], [167, 9, 603.3, 623.3], [168, 5, 623.3, 631.3], [30, 8, 430.7, 456.3], [177, 6, 44, 65], [179, 12, 603.3, 627.3], [38, 1, 503.8, 523.8], [39, 12, 627.3, 668.3], [150, 10, 602.3, 620.3], [153, 3, 620.3, 635.3], [74, 15, 364.6, 400.6], [75, 9, 623.3, 649.3], [1, 5, 631.3, 662.8], [252, 14, 172.5, 182.5], [145, 6, 65, 98], [147, 8, 456.3, 463.3], [148, 1, 523.8, 528.8], [80, 12, 668.3, 698.4], [31, 14, 456.3, 475.2], [68, 8, 463.3, 510.3], [78, 4, 649.3, 667.3], [149, 2, 573.3, 615.3], [144, 4, 667.3, 688.3], [72, 11, 251, 278], [73, 10, 620.3, 668.3], [193, 10, 668.3, 712.3], [36, 4, 688.3, 719.6999999999999], [79, 10, 712.3, 744.3], [200, 12, 698.4, 746.4], [194, 14, 712.3, 743.3], [196, 14, 743.3, 771.3], [171, 10, 744.3, 764.3], [195, 13, 462.3, 500.3], [196, 14, 771.3, 799.3], [50, 1, 528.8, 537.8], [233, 15, 504.3, 554.3], [48, 8, 510.3, 516.3], [172, 6, 764.3, 809.3], [6, 12, 746.4, 782.0], [173, 3, 809.3, 814.3], [18, 12, 782.0, 791.0], [43, 5, 668.3, 711.3], [2, 9, 662.8, 694.6999999999999], [5, 8, 694.6999999999999, 711.1999999999999], [121, 6, 809.3, 817.3], [27, 10, 764.3, 784.3], [122, 2, 817.3, 864.3], [125, 11, 864.3, 884.3], [127, 14, 884.3, 894.3], [128, 7, 894.3, 914.3], [98, 14, 894.3, 936.3], [130, 2, 864.3, 895.3], [7, 12, 791.0, 809.9], [180, 7, 914.3, 937.3], [174, 9, 814.3, 847.3], [54, 12, 809.9, 825.1999999999999], [55, 1, 825.1999999999999, 839.8], [129, 13, 914.3, 940.3], [85, 3, 814.3, 832.0999999999999], [248, 13, 940.3, 966.3], [51, 9, 847.3, 868.3], [154, 11, 884.3, 901.3], [86, 12, 832.0999999999999, 852.1999999999999], [52, 1, 868.3, 910.3], [33, 6, 817.3, 829.9], [175, 7, 937.3, 973.3], [19, 5, 791.0, 821.0], [131, 6, 895.3, 913.3], [12, 11, 901.3, 928.3], [100, 13, 966.3, 1002.3], [8, 7, 973.3, 1002.9], [253, 15, 554.3, 572.3], [256, 13, 1002.3, 1032.3], [254, 15, 572.3, 615.3], [176, 15, 973.3, 1002.3], [15, 2, 895.3, 914.3], [132, 10, 913.3, 941.3], [9, 12, 1002.9, 1021.1999999999999], [249, 13, 1032.3, 1046.3], [10, 10, 1021.1999999999999, 1043.1], [257, 12, 1032.3, 1057.3], [23, 14, 936.3, 969.3], [255, 12, 1057.3, 1100.3], [13, 7, 1002.9, 1010.9], [250, 3, 1046.3, 1067.3], [20, 3, 1067.3, 1106.3], [16, 7, 1010.9, 1018.9], [258, 11, 1100.3, 1139.3], [14, 7, 1018.9, 1031.9], [259, 8, 1139.3, 1186.3], [24, 2, 969.3, 980.3], [28, 7, 1031.9, 1060.9], [93, 15, 1002.3, 1046.3], [94, 13, 1046.3, 1054.3], [81, 9, 868.3, 888.0999999999999], [82, 13, 1054.3, 1075.6], [21, 2, 1106.3, 1135.3], [29, 3, 1106.3, 1126.3], [83, 2, 1135.3, 1150.8999999999999], [25, 1, 980.3, 990.3], [251, 7, 1067.3, 1101.3], [95, 5, 1054.3, 1075.3], [22, 12, 1135.3, 1151.3], [84, 6, 1150.8999999999999, 1172.6999999999998], [96, 6, 1172.6999999999998, 1201.6999999999998]]"
4,"[[101, 4, 0, 13.6], [111, 15, 13.6, 43.0], [165, 2, 0, 18], [166, 12, 18, 48], [167, 9, 48, 68], [168, 5, 68, 76], [247, 8, 0, 11], [11, 11, 0, 34], [150, 10, 0, 18], [151, 1, 18, 24], [152, 9, 68, 73], [26, 10, 18, 67], [44, 9, 73, 120], [47, 14, 120, 170], [201, 13, 0, 18.3], [213, 1, 24, 40.8], [63, 3, 0, 8], [66, 5, 76, 92], [67, 9, 120, 137], [181, 4, 13.6, 63.6], [182, 15, 63.6, 84.6], [183, 12, 84.6, 119.6], [186, 13, 119.6, 152.6], [187, 3, 152.6, 187.6], [188, 6, 187.6, 203.6], [189, 9, 203.6, 227.6], [191, 1, 227.6, 242.6], [69, 7, 0, 48], [71, 15, 84.6, 97.6], [177, 6, 203.6, 224.6], [179, 12, 224.6, 248.6], [252, 14, 170, 180], [80, 8, 11, 46.6], [145, 6, 224.6, 257.6], [146, 3, 257.6, 269.6], [37, 5, 92, 101.1], [32, 7, 48, 66.9], [155, 14, 180, 206.7], [157, 12, 248.6, 257.5], [158, 7, 257.5, 270.7], [160, 12, 257.5, 268.6], [163, 10, 268.6, 285.40000000000003], [164, 8, 285.40000000000003, 303.00000000000006], [35, 12, 268.6, 276.5], [74, 13, 152.6, 184.6], [75, 3, 269.6, 299.6], [216, 3, 299.6, 345.6], [227, 6, 345.6, 383.6], [228, 10, 383.6, 399.6], [229, 6, 399.6, 412.6], [230, 4, 412.6, 416.6], [231, 14, 416.6, 429.6], [53, 5, 101.1, 133.2], [1, 13, 184.6, 237.2], [17, 1, 242.6, 292.6], [197, 2, 18, 57], [198, 7, 270.7, 285.7], [87, 14, 429.6, 444.1], [88, 5, 444.1, 478.5], [49, 5, 478.5, 526.5], [133, 11, 34, 78], [140, 1, 292.6, 312.6], [142, 15, 312.6, 325.6], [143, 1, 325.6, 349.6], [232, 9, 227.6, 243.6], [99, 9, 243.6, 253.6], [30, 6, 412.6, 426.70000000000005], [97, 2, 57, 85], [34, 9, 253.6, 266.7], [92, 6, 426.70000000000005, 456.70000000000005], [112, 8, 303.00000000000006, 320.00000000000006], [118, 3, 345.6, 367.6], [119, 5, 526.5, 535.5], [120, 6, 535.5, 559.5], [234, 3, 367.6, 402.6], [235, 3, 402.6, 436.6], [236, 15, 436.6, 449.6], [240, 4, 449.6, 473.6], [241, 13, 473.6, 502.6], [242, 4, 502.6, 539.6], [38, 11, 78, 96], [40, 6, 559.5, 576.5], [41, 7, 576.5, 584.5], [42, 2, 584.5, 596.5], [36, 4, 539.6, 571.0], [31, 12, 426.70000000000005, 447.50000000000006], [121, 12, 559.5, 564.5], [144, 8, 349.6, 366.6], [200, 12, 564.5, 612.5], [18, 1, 349.6, 355.6], [149, 2, 596.5, 638.5], [248, 3, 436.6, 463.6], [33, 2, 638.5, 660.0], [78, 4, 571.0, 589.0], [2, 9, 266.7, 298.59999999999997], [4, 11, 298.59999999999997, 315.29999999999995], [249, 8, 463.6, 482.6], [100, 13, 502.6, 538.6], [68, 5, 535.5, 581.5], [48, 8, 482.6, 488.6], [180, 7, 584.5, 607.5], [72, 11, 315.29999999999995, 342.29999999999995], [122, 9, 564.5, 612.5], [123, 1, 612.5, 639.5], [124, 9, 639.5, 657.5], [171, 10, 399.6, 419.6], [6, 6, 576.5, 614.3], [43, 5, 596.5, 639.5], [79, 10, 589.0, 621.0], [73, 13, 538.6, 588.6], [27, 10, 621.0, 641.0], [253, 15, 449.6, 467.6], [254, 15, 467.6, 510.6], [7, 14, 614.3, 629.9], [172, 6, 614.3, 659.3], [233, 15, 510.6, 560.6], [173, 3, 659.3, 664.3], [256, 13, 588.6, 618.6], [257, 12, 618.6, 643.6], [174, 9, 664.3, 697.3], [98, 15, 560.6, 606.6], [175, 7, 697.3, 733.3], [255, 12, 643.6, 686.6], [258, 11, 686.6, 725.6], [23, 14, 629.9, 662.9], [259, 8, 725.6, 772.6], [85, 12, 686.6, 710.0], [51, 9, 697.3, 718.3], [154, 14, 662.9, 682.9], [176, 15, 733.3, 762.3], [130, 2, 660.0, 691.0], [19, 14, 682.9, 715.9], [12, 8, 772.6, 801.6], [129, 13, 657.5, 683.5], [54, 12, 710.0, 725.3], [62, 14, 725.3, 755.1999999999999], [93, 14, 755.1999999999999, 791.1999999999999], [13, 7, 801.6, 809.6], [131, 6, 691.0, 709.0], [132, 10, 709.0, 737.0], [81, 8, 801.6, 830.5], [251, 7, 809.6, 843.6], [82, 13, 830.5, 851.8], [50, 1, 639.5, 648.5], [52, 1, 718.3, 760.3], [83, 2, 851.8, 867.4], [20, 3, 715.9, 754.9], [21, 2, 867.4, 896.4], [94, 13, 851.8, 859.8], [8, 1, 760.3, 791.9], [9, 12, 791.9, 810.1999999999999], [250, 3, 754.9, 775.9], [10, 10, 810.1999999999999, 832.0999999999999], [251, 14, 791.1999999999999, 826.1999999999999], [84, 6, 867.4, 889.1999999999999], [24, 2, 896.4, 907.4], [95, 5, 859.8, 880.8], [96, 4, 880.8, 911.8], [25, 1, 907.4, 917.4], [22, 12, 917.4, 933.4], [86, 12, 933.4, 953.5], [15, 4, 911.8, 933.8], [28, 7, 843.6, 872.6], [29, 3, 872.6, 892.6], [16, 13, 933.8, 938.8], [14, 7, 938.8, 951.8]]"
5,"[[44, 9, 0, 47], [47, 14, 47, 97], [197, 10, 0, 34], [198, 7, 34, 49], [165, 2, 0, 18], [169, 3, 18, 47], [170, 4, 47, 80], [247, 8, 0, 11], [97, 2, 18, 46], [112, 7, 49, 61], [118, 3, 61, 83], [119, 5, 83, 92], [120, 6, 92, 116], [80, 12, 0, 30.1], [74, 5, 92, 123], [75, 9, 123, 149], [177, 6, 116, 137], [178, 10, 137, 155], [216, 11, 0, 41], [227, 6, 137, 175], [228, 10, 175, 191], [229, 6, 191, 204], [230, 4, 204, 208], [231, 14, 208, 221], [17, 13, 0, 48], [38, 1, 0, 20], [40, 6, 204, 221], [41, 7, 221, 229], [42, 2, 229, 241], [101, 4, 208, 221.6], [105, 1, 221.6, 228.29999999999998], [145, 6, 221, 254], [147, 8, 254, 261], [148, 1, 261, 266], [99, 14, 221, 228], [150, 10, 191, 209], [153, 3, 209, 224], [37, 7, 229, 242.5], [155, 15, 0, 15.8], [156, 3, 224, 230.8], [30, 3, 230.8, 247.5], [53, 5, 123, 155.1], [234, 4, 221.6, 250.6], [235, 3, 250.6, 284.6], [236, 15, 284.6, 297.6], [237, 14, 297.6, 322.6], [238, 13, 322.6, 330.6], [239, 11, 330.6, 358.6], [242, 4, 358.6, 395.6], [201, 8, 261, 278.8], [213, 1, 278.8, 295.6], [1, 13, 330.6, 383.20000000000005], [232, 8, 278.8, 293.8], [69, 7, 242.5, 290.5], [71, 8, 293.8, 309.8], [63, 8, 309.8, 322.8], [66, 1, 322.8, 335.8], [67, 9, 335.8, 352.8], [26, 15, 297.6, 341.6], [34, 9, 352.8, 365.90000000000003], [160, 12, 30.1, 41.2], [163, 10, 209, 225.8], [164, 8, 322.8, 340.40000000000003], [32, 4, 395.6, 425.70000000000005], [92, 1, 335.8, 373.8], [11, 11, 358.6, 392.6], [87, 14, 322.6, 337.1], [89, 15, 341.6, 368.3], [90, 2, 368.3, 392.8], [133, 10, 225.8, 271.8], [134, 10, 271.8, 284.8], [138, 13, 383.20000000000005, 429.20000000000005], [139, 11, 429.20000000000005, 448.20000000000005], [181, 4, 425.70000000000005, 475.70000000000005], [192, 3, 475.70000000000005, 518.7], [49, 5, 155.1, 203.1], [252, 14, 337.1, 347.1], [35, 12, 41.2, 49.1], [15, 2, 392.8, 411.8], [253, 15, 368.3, 386.3], [254, 15, 386.3, 429.3], [149, 2, 411.8, 453.8], [233, 2, 453.8, 497.8], [68, 5, 352.8, 398.8], [144, 8, 448.20000000000005, 465.20000000000005], [193, 10, 518.7, 562.7], [256, 13, 429.20000000000005, 459.20000000000005], [255, 12, 429.3, 472.3], [48, 8, 465.20000000000005, 471.20000000000005], [43, 5, 398.8, 441.8], [98, 1, 373.8, 413.8], [180, 7, 290.5, 313.5], [33, 6, 425.70000000000005, 438.30000000000007], [257, 4, 475.70000000000005, 507.70000000000005], [200, 12, 472.3, 520.3], [85, 3, 518.7, 536.5], [36, 4, 507.70000000000005, 539.1], [130, 2, 497.8, 528.8], [100, 13, 459.20000000000005, 495.20000000000005], [31, 14, 347.1, 366.0], [78, 15, 429.3, 448.3], [195, 13, 518.7, 556.7], [196, 14, 556.7, 584.7], [18, 1, 413.8, 419.8], [16, 7, 411.8, 419.8], [2, 9, 383.20000000000005, 415.1], [4, 14, 584.7, 603.6], [54, 12, 520.3, 535.5999999999999], [62, 9, 535.5999999999999, 580.1999999999999], [171, 1, 419.8, 442.8], [248, 13, 556.7, 582.7], [251, 3, 536.5, 575.5], [172, 6, 442.8, 487.8], [19, 5, 441.8, 471.8], [173, 12, 535.5999999999999, 544.5999999999999], [121, 12, 544.5999999999999, 549.5999999999999], [6, 12, 549.5999999999999, 585.1999999999999], [122, 2, 549.5999999999999, 596.5999999999999], [123, 1, 596.5999999999999, 623.5999999999999], [124, 9, 623.5999999999999, 641.5999999999999], [7, 14, 603.6, 619.2], [8, 1, 623.5999999999999, 655.1999999999999], [27, 10, 562.7, 582.7], [72, 3, 575.5, 603.5], [129, 13, 641.5999999999999, 667.5999999999999], [50, 1, 655.1999999999999, 664.1999999999999], [79, 10, 582.7, 614.7], [154, 11, 448.20000000000005, 465.20000000000005], [174, 5, 544.5999999999999, 583.5999999999999], [51, 9, 641.5999999999999, 662.5999999999999], [194, 13, 667.5999999999999, 699.5999999999999], [196, 14, 699.5999999999999, 727.5999999999999], [131, 6, 528.8, 546.8], [175, 7, 583.5999999999999, 619.5999999999999], [73, 10, 614.7, 662.7], [20, 13, 699.5999999999999, 739.5999999999999], [176, 15, 619.5999999999999, 648.5999999999999], [9, 12, 655.1999999999999, 673.4999999999999], [10, 10, 673.4999999999999, 695.3999999999999], [86, 12, 673.4999999999999, 693.5999999999999], [52, 1, 664.1999999999999, 706.1999999999999], [12, 11, 465.20000000000005, 492.20000000000005], [13, 7, 619.5999999999999, 627.5999999999999], [23, 15, 648.5999999999999, 683.5999999999999], [258, 11, 507.70000000000005, 546.7], [259, 8, 546.7, 593.7], [24, 2, 683.5999999999999, 694.5999999999999], [25, 13, 739.5999999999999, 756.5999999999999], [132, 1, 706.1999999999999, 738.1999999999999], [21, 2, 739.5999999999999, 768.5999999999999], [81, 9, 662.5999999999999, 682.3999999999999], [14, 7, 627.5999999999999, 640.5999999999999], [82, 15, 683.5999999999999, 714.8], [83, 2, 768.5999999999999, 784.1999999999999], [84, 6, 784.1999999999999, 805.9999999999999], [22, 12, 768.5999999999999, 784.5999999999999], [93, 14, 727.5999999999999, 763.5999999999999], [28, 6, 805.9999999999999, 835.9999999999999], [249, 4, 582.7, 602.7], [94, 13, 763.5999999999999, 771.5999999999999], [29, 3, 835.9999999999999, 855.9999999999999], [250, 3, 855.9999999999999, 876.9999999999999], [95, 5, 771.5999999999999, 792.5999999999999], [251, 7, 876.9999999999999, 910.9999999999999], [96, 4, 792.5999999999999, 823.5999999999999]]"
