Iteration,Makespan
371,977.6
372,1139.2
373,1133.6
374,861.1999999999999
375,1045.4
376,1279.3
377,1204.9
378,1318.9
379,780.9
380,835.5
381,880
382,739.2
383,982.9
384,857.8
385,873.8000000000001
386,820.5
387,825.9
388,1077.9
389,1100.0
390,975.4
391,579.0
392,850.1
393,796.8
394,1057
395,839.2
396,1023
397,1473.4
398,902.7
399,631.6
400,706.1
401,1014.0
402,727
403,743.7
404,869.9
405,1329.6
406,1170.4
407,825.2
408,1099.0
409,1165.8
410,858
411,963.3
412,882.4
413,862.6
414,834.6
415,826.2
416,876.2
417,765.1
418,782.7
419,899.3
420,750.4
421,747.2
422,967.7
423,669.3
424,740.4
425,920.0
426,935.2
427,889.0
428,953.1999999999999
429,701.7
430,888.8
431,856.7
432,830.4
433,776.6999999999999
434,599.5
435,776.2
436,812.0999999999999
437,869.7
438,1143.0
439,1172.1
440,758.2
441,627.5
442,703.7
443,760.3
444,700.6
445,875.9
446,770.0
447,1345.6000000000001
448,1159.8
449,912.5000000000001
450,706.4
451,1504.8
452,869
453,1291.3000000000002
454,862.2
455,800.6999999999999
456,1133.0
457,1361.2
458,1350.3000000000002
459,1211.2
460,921.7
461,882.1
462,1163.9
463,1440.9000000000003
464,786.6999999999999
465,856.8
466,941.1
467,1278.5000000000002
468,850.6
469,935.5
470,795.0999999999999
471,1311.8
472,1131.1
473,1273
474,668.1
475,959.1
476,1307.7999999999997
477,1721.7000000000003
478,1650.8999999999999
479,1595.1999999999998
480,754.3
481,1181.9
482,1002.5999999999999
483,918.2
484,672.2
485,587.6
486,832.0999999999999
487,976.5
488,1068.9
489,644.3
490,882.5999999999999
491,974.2
492,598.3
493,952.0
494,776.2
495,1555.6000000000001
496,934.5
497,1268.1
498,990.5
499,1116.7
500,908.7
