Iteration,over_schedule
1,"[[171, 2, 0, 44], [102, 12, 0, 10], [439, 15, 0, 18.9], [179, 5, 0, 10], [73, 8, 0, 11], [213, 4, 0, 29], [222, 4, 29, 58], [223, 14, 58, 99], [224, 6, 99, 125], [225, 14, 125, 143], [159, 14, 143, 166], [425, 9, 0, 13.1], [477, 11, 0, 18], [478, 3, 18, 37], [153, 13, 0, 32], [154, 9, 32, 58], [284, 10, 0, 17], [491, 9, 58, 71], [124, 5, 10, 46], [125, 3, 46, 80], [126, 15, 80, 93], [130, 4, 93, 117], [131, 13, 117, 146], [132, 4, 146, 183], [429, 7, 0, 7.9], [430, 12, 10, 34.5], [431, 8, 34.5, 61.2], [432, 7, 61.2, 71.0], [433, 1, 71.0, 102.3], [148, 7, 71.0, 119.0], [150, 15, 119.0, 132.0], [375, 8, 61.2, 76.2], [519, 5, 46, 77.5], [44, 6, 125, 158], [45, 10, 158, 176], [46, 9, 176, 193], [49, 8, 193, 207], [48, 11, 207, 222], [80, 4, 183, 213.1], [426, 12, 34.5, 42.4], [359, 11, 222, 263], [370, 6, 263, 301], [371, 10, 301, 317], [372, 6, 317, 330], [373, 4, 330, 334], [374, 14, 334, 347], [60, 11, 263, 294], [69, 4, 334, 363], [70, 14, 363, 404], [71, 6, 404, 430], [72, 14, 430, 448], [325, 10, 317, 355.9], [421, 3, 80, 96.7], [392, 4, 363, 413], [393, 15, 413, 434], [394, 12, 434, 469], [397, 13, 469, 502], [398, 3, 502, 537], [399, 6, 537, 553], [400, 9, 553, 577], [402, 1, 577, 592], [107, 3, 537, 545], [110, 1, 592, 605], [111, 9, 605, 622], [349, 6, 553, 586], [351, 8, 586, 593], [352, 1, 605, 610], [481, 5, 77.5, 109.6], [83, 12, 469, 476.9], [460, 1, 610, 653], [465, 6, 653, 658], [466, 5, 658, 663], [467, 5, 663, 679], [468, 10, 679, 688], [469, 11, 688, 699], [470, 8, 699, 729], [474, 4, 729, 735], [475, 9, 735, 740], [476, 13, 740, 759], [197, 6, 658, 691], [198, 10, 691, 709], [199, 9, 740, 757], [202, 8, 757, 771], [201, 11, 771, 786], [456, 2, 44, 66], [458, 12, 476.9, 500.9], [289, 8, 771, 788], [290, 5, 788, 794], [292, 7, 794, 821], [293, 2, 821, 831], [294, 4, 831, 877], [265, 9, 757, 785.9], [267, 12, 785.9, 817.3], [408, 10, 709, 743], [409, 7, 821, 836], [40, 3, 545, 583], [54, 14, 448, 461], [241, 7, 836, 853.8], [245, 1, 853.8, 860.5], [377, 1, 860.5, 880.5], [378, 12, 880.5, 921.5], [94, 9, 785.9, 828.9], [97, 3, 828.9, 846.9], [85, 7, 853.8, 867.3], [444, 2, 831, 849], [448, 3, 849, 878], [449, 4, 878, 911], [22, 13, 759, 809], [23, 5, 809, 817], [26, 8, 817, 841], [27, 9, 841, 845], [28, 2, 849, 876], [29, 2, 876, 916], [32, 10, 916, 963], [423, 7, 867.3, 886.1999999999999], [78, 8, 841, 866.6], [226, 12, 921.5, 934.5], [354, 2, 916, 931], [357, 3, 931, 946], [86, 14, 461, 471], [82, 9, 845, 858.1], [383, 9, 858.1, 905.1], [386, 14, 905.1, 955.1], [1, 8, 866.6, 883.6], [2, 5, 883.6, 889.6], [4, 7, 889.6, 916.6], [5, 2, 931, 941], [6, 4, 941, 987], [388, 5, 889.6, 937.6], [417, 10, 963, 990], [193, 11, 786, 822], [428, 7, 916.6, 930.1], [174, 2, 941, 986], [175, 15, 986, 1006], [252, 1, 880.5, 896.7], [258, 8, 883.6, 907.9], [259, 1, 907.9, 923.5], [337, 11, 822, 866], [338, 10, 990, 1003], [342, 13, 1003, 1049], [343, 11, 1049, 1068], [38, 9, 905.1, 921.1], [207, 13, 1049, 1065], [513, 1, 923.5, 939.7], [185, 15, 1006, 1036], [262, 15, 1036, 1056.1], [332, 15, 1056.1, 1074.5], [333, 5, 1074.5, 1108.9], [142, 3, 946, 954], [145, 1, 954, 967], [146, 9, 967, 984], [118, 15, 1074.5, 1110.5], [120, 2, 1110.5, 1121.5], [121, 1, 1121.5, 1137.5], [231, 12, 934.5, 965.7], [233, 12, 965.7, 974.6], [234, 7, 974.6, 987.8000000000001], [419, 14, 955.1, 962.1], [271, 4, 987, 1016], [272, 3, 1016, 1050], [273, 15, 1110.5, 1123.5], [277, 4, 1123.5, 1147.5], [278, 13, 1147.5, 1176.5], [279, 4, 1176.5, 1213.5], [310, 13, 1176.5, 1194.8], [318, 10, 1194.8, 1216.3], [236, 12, 974.6, 985.7], [237, 6, 985.7, 1026.9], [238, 5, 1108.9, 1125.2], [137, 10, 1216.3, 1233.3], [268, 3, 1050, 1076.7], [269, 7, 1076.7, 1086.6000000000001], [499, 6, 1026.9, 1044.7], [509, 13, 1194.8, 1212.8999999999999], [412, 1, 1137.5, 1175.5], [113, 7, 1086.6000000000001, 1134.6000000000001], [114, 13, 1212.8999999999999, 1222.8999999999999], [98, 4, 1213.5, 1222.5], [100, 9, 1222.5, 1251.5], [160, 7, 1134.6000000000001, 1155.6000000000001], [161, 7, 1155.6000000000001, 1176.6000000000001], [194, 6, 1044.7, 1063.7], [348, 8, 1068, 1085], [353, 2, 1121.5, 1163.5], [459, 7, 1176.6000000000001, 1199.6000000000001], [19, 2, 1163.5, 1194.5], [103, 15, 1123.5, 1148.5], [387, 8, 1085, 1091], [307, 2, 1194.5, 1225.5], [195, 5, 1125.2, 1139.2], [427, 6, 1063.7, 1124.9], [196, 5, 1139.2, 1156.2], [39, 15, 1148.5, 1198.5], [157, 15, 1198.5, 1217.5], [112, 8, 1091, 1138], [390, 9, 1251.5, 1272.5], [382, 5, 1156.2, 1199.2], [87, 15, 1217.5, 1235.5], [88, 15, 1235.5, 1278.5], [492, 11, 1068, 1092], [420, 13, 1222.8999999999999, 1258.8999999999999], [520, 6, 1124.9, 1161.6000000000001], [522, 11, 1161.6000000000001, 1178.3000000000002], [493, 15, 1278.5, 1321.5], [227, 13, 1258.8999999999999, 1284.8999999999999], [186, 10, 1233.3, 1274.3], [190, 4, 1274.3, 1299.3], [191, 7, 1299.3, 1338.3], [495, 13, 1284.8999999999999, 1314.8999999999999], [56, 1, 1175.5, 1222.5], [90, 13, 1314.8999999999999, 1344.8999999999999], [494, 12, 1321.5, 1364.5], [158, 10, 1274.3, 1306.3], [89, 12, 1364.5, 1407.5], [192, 10, 1338.3, 1375.3], [517, 6, 1161.6000000000001, 1192.8000000000002], [79, 14, 962.1, 981.0], [319, 6, 1216.3, 1236.2], [91, 4, 1344.8999999999999, 1376.8999999999999], [53, 7, 1338.3, 1348.3], [482, 12, 1407.5, 1422.8], [483, 1, 1422.8, 1437.3999999999999], [84, 4, 1376.8999999999999, 1408.3], [411, 3, 1076.7, 1121.7], [418, 1, 1437.3999999999999, 1477.3999999999999], [256, 8, 1138, 1163.4], [57, 10, 1375.3, 1401.3], [101, 3, 1251.5, 1259.5], [496, 12, 1422.8, 1447.8], [497, 11, 1447.8, 1486.8], [92, 11, 1486.8, 1525.8], [516, 11, 1525.8, 1541.6], [253, 5, 1199.2, 1213.5], [257, 3, 1259.5, 1268.4], [41, 6, 1236.2, 1255.2], [122, 15, 1321.5, 1340.5], [498, 8, 1486.8, 1533.8], [450, 1, 1477.3999999999999, 1500.3999999999999], [206, 10, 1401.3, 1415.3], [451, 6, 1500.3999999999999, 1545.3999999999999], [42, 5, 1255.2, 1269.2], [147, 8, 1533.8, 1580.8], [43, 5, 1269.2, 1286.2], [358, 11, 1541.6, 1558.6], [330, 3, 1268.4, 1286.2], [93, 8, 1580.8, 1627.8], [209, 12, 1447.8, 1491.8], [104, 14, 1148.5, 1191.5], [138, 3, 1286.2, 1313.2], [139, 13, 1344.8999999999999, 1358.8999999999999], [452, 3, 1545.3999999999999, 1550.3999999999999], [116, 11, 1558.6, 1585.6], [422, 14, 1191.5, 1210.4], [210, 10, 1491.8, 1517.8], [453, 9, 1550.3999999999999, 1583.3999999999999], [288, 7, 1348.3, 1382.3], [254, 4, 1408.3, 1444.5], [454, 7, 1583.3999999999999, 1619.3999999999999], [424, 6, 1545.3999999999999, 1557.9999999999998], [518, 3, 1550.3999999999999, 1559.3], [514, 7, 1619.3999999999999, 1635.4999999999998], [255, 10, 1517.8, 1529.5], [413, 5, 1286.2, 1325.2], [308, 5, 1325.2, 1347.2], [376, 2, 1225.5, 1269.5], [515, 4, 1635.4999999999998, 1671.6999999999998], [455, 15, 1619.3999999999999, 1648.3999999999999], [298, 6, 1557.9999999999998, 1565.9999999999998], [299, 2, 1565.9999999999998, 1612.9999999999998], [302, 11, 1612.9999999999998, 1632.9999999999998], [304, 14, 1632.9999999999998, 1642.9999999999998], [305, 7, 1642.9999999999998, 1662.9999999999998], [524, 12, 1491.8, 1527.3999999999999], [309, 1, 1500.3999999999999, 1532.3999999999999], [320, 1, 1532.3999999999999, 1558.6999999999998], [151, 3, 1559.3, 1587.3], [389, 5, 1347.2, 1357.2], [525, 14, 1642.9999999999998, 1658.5999999999997], [391, 1, 1558.6999999999998, 1600.6999999999998], [228, 13, 1358.8999999999999, 1372.8999999999999], [152, 10, 1587.3, 1635.3], [331, 5, 1357.2, 1382.8], [440, 2, 1612.9999999999998, 1630.7999999999997], [263, 9, 1583.3999999999999, 1603.3], [306, 13, 1662.9999999999998, 1688.9999999999998], [123, 14, 1658.5999999999997, 1693.5999999999997], [229, 3, 1587.3, 1608.3], [10, 12, 1527.3999999999999, 1532.3999999999999], [140, 2, 1630.7999999999997, 1657.7999999999997], [55, 5, 1382.8, 1413.8], [414, 11, 1632.9999999999998, 1641.9999999999998], [285, 13, 1688.9999999999998, 1714.9999999999998], [321, 5, 1558.6999999999998, 1573.1999999999998], [58, 12, 1532.3999999999999, 1547.3999999999999], [117, 13, 1714.9999999999998, 1764.9999999999998], [11, 9, 1603.3, 1651.3], [14, 11, 1651.3, 1671.3], [15, 8, 1671.3, 1682.3], [17, 7, 1682.3, 1702.3], [59, 11, 1671.3, 1696.3], [182, 9, 1651.3, 1661.3], [264, 8, 1682.3, 1697.8999999999999], [230, 3, 1608.3, 1647.3], [20, 6, 1565.9999999999998, 1583.9999999999998], [164, 2, 1657.7999999999997, 1690.7999999999997], [18, 13, 1764.9999999999998, 1790.9999999999998], [105, 14, 1693.5999999999997, 1722.5999999999997], [208, 4, 1671.6999999999998, 1704.6999999999998], [183, 1, 1661.3, 1694.3], [211, 12, 1704.6999999999998, 1719.6999999999998], [286, 8, 1714.9999999999998, 1733.9999999999998], [212, 9, 1719.6999999999998, 1743.6999999999998], [178, 4, 1704.6999999999998, 1722.6999999999998], [106, 10, 1722.5999999999997, 1729.5999999999997], [81, 2, 1690.7999999999997, 1712.2999999999997], [415, 5, 1641.9999999999998, 1662.9999999999998], [74, 5, 1662.9999999999998, 1686.9999999999998], [480, 14, 1722.5999999999997, 1736.5999999999997], [416, 6, 1662.9999999999998, 1691.9999999999998], [287, 3, 1733.9999999999998, 1754.9999999999998], [75, 8, 1733.9999999999998, 1752.9999999999998], [141, 14, 1736.5999999999997, 1771.5999999999997], [526, 1, 1694.3, 1725.8999999999999], [441, 8, 1752.9999999999998, 1770.7999999999997], [21, 1, 1725.8999999999999, 1757.8999999999999], [527, 12, 1725.8999999999999, 1744.1999999999998], [528, 10, 1744.1999999999998, 1766.1], [442, 14, 1771.5999999999997, 1801.7999999999997], [165, 13, 1790.9999999999998, 1795.9999999999998], [166, 8, 1795.9999999999998, 1834.9999999999998], [167, 7, 1834.9999999999998, 1843.9999999999998], [288, 7, 1843.9999999999998, 1877.9999999999998], [180, 8, 1834.9999999999998, 1840.9999999999998], [181, 4, 1840.9999999999998, 1880.9999999999998], [76, 3, 1754.9999999999998, 1775.9999999999998], [77, 3, 1775.9999999999998, 1814.9999999999998], [169, 15, 1843.9999999999998, 1863.9999999999998], [184, 5, 1880.9999999999998, 1918.9999999999998], [170, 6, 1863.9999999999998, 1904.9999999999998], [443, 5, 1918.9999999999998, 1936.7999999999997], [326, 9, 1743.6999999999998, 1763.4999999999998], [327, 13, 1795.9999999999998, 1817.2999999999997], [328, 2, 1817.2999999999997, 1832.8999999999996], [329, 6, 1904.9999999999998, 1926.7999999999997], [172, 5, 1936.7999999999997, 1979.7999999999997], [173, 5, 1979.7999999999997, 1993.7999999999997]]"
2,"[[337, 11, 0, 44], [344, 9, 44, 61], [346, 15, 61, 74], [347, 1, 74, 98], [86, 14, 0, 10], [73, 8, 0, 11], [94, 9, 61, 104], [95, 1, 104, 114], [96, 4, 114, 122], [118, 5, 0, 31], [119, 6, 31, 59], [425, 9, 104, 117.1], [113, 3, 0, 44], [115, 15, 74, 87], [332, 4, 122, 139.9], [336, 12, 139.9, 157.70000000000002], [85, 7, 0, 13.5], [519, 13, 0, 52.6], [174, 2, 0, 45], [175, 5, 45, 68], [349, 6, 59, 92], [350, 3, 92, 104], [197, 3, 104, 140], [203, 9, 140, 159], [204, 7, 159, 201], [205, 2, 201, 243], [412, 6, 92, 122], [513, 1, 114, 130.2], [481, 5, 68, 100.1], [456, 1, 130.2, 158.2], [457, 10, 158.2, 176.2], [236, 12, 157.70000000000002, 168.8], [237, 13, 168.8, 201.3], [238, 5, 201.3, 217.60000000000002], [159, 12, 168.8, 189.8], [185, 15, 87, 117], [499, 2, 243, 264.3], [506, 1, 264.3, 284.2], [507, 4, 284.2, 310.9], [508, 9, 310.9, 330.79999999999995], [207, 14, 10, 23], [193, 4, 310.9, 343.9], [388, 7, 201, 246], [153, 13, 201.3, 233.3], [154, 9, 330.79999999999995, 356.79999999999995], [38, 8, 11, 26], [107, 8, 26, 39], [108, 8, 39, 52], [109, 2, 264.3, 285.3], [265, 8, 52, 77.3], [266, 11, 77.3, 98.69999999999999], [262, 11, 98.69999999999999, 112.1], [142, 3, 140, 148], [145, 1, 284.2, 297.2], [146, 9, 356.79999999999995, 373.79999999999995], [377, 1, 297.2, 317.2], [378, 12, 317.2, 358.2], [40, 4, 343.9, 376.9], [417, 10, 176.2, 203.2], [268, 14, 23, 53.1], [270, 15, 117, 141.3], [252, 3, 148, 166.4], [429, 7, 246, 253.9], [434, 2, 285.3, 299.8], [435, 6, 299.8, 321.1], [460, 2, 299.8, 344.8], [465, 6, 344.8, 349.8], [471, 14, 349.8, 373.8], [472, 4, 376.9, 420.9], [473, 1, 420.9, 437.9], [474, 4, 437.9, 443.9], [475, 9, 443.9, 448.9], [476, 13, 448.9, 467.9], [1, 7, 253.9, 265.9], [2, 5, 265.9, 271.9], [4, 7, 271.9, 298.9], [5, 2, 344.8, 354.8], [6, 13, 467.9, 516.9], [419, 14, 373.8, 380.8], [60, 4, 443.9, 472.9], [61, 3, 472.9, 506.9], [62, 15, 506.9, 519.9], [63, 14, 519.9, 544.9], [64, 13, 544.9, 552.9], [65, 11, 552.9, 580.9], [68, 4, 580.9, 617.9], [284, 10, 203.2, 220.2], [179, 5, 271.9, 281.9], [80, 7, 298.9, 317.79999999999995], [354, 10, 220.2, 238.2], [355, 1, 437.9, 443.9], [356, 11, 580.9, 589.9], [444, 2, 354.8, 372.8], [448, 3, 506.9, 535.9], [449, 4, 617.9, 650.9], [258, 8, 77.3, 101.6], [259, 1, 443.9, 459.5], [22, 10, 238.2, 282.2], [23, 5, 282.2, 290.2], [24, 7, 317.79999999999995, 329.79999999999995], [25, 3, 535.9, 540.9], [27, 9, 540.9, 544.9], [28, 2, 544.9, 571.9], [29, 2, 571.9, 611.9], [32, 10, 611.9, 658.9], [78, 6, 349.8, 363.90000000000003], [325, 12, 358.2, 388.3], [439, 13, 552.9, 572.3], [310, 8, 101.6, 119.39999999999999], [323, 13, 572.3, 592.6999999999999], [324, 8, 592.6999999999999, 611.0999999999999], [421, 6, 363.90000000000003, 378.00000000000006], [148, 7, 329.79999999999995, 377.79999999999995], [150, 15, 519.9, 532.9], [82, 9, 544.9, 558.0], [423, 5, 290.2, 331.7], [375, 11, 589.9, 608.9], [171, 2, 611.9, 655.9], [226, 12, 388.3, 401.3], [271, 11, 608.9, 639.9], [272, 3, 639.9, 673.9], [273, 15, 673.9, 686.9], [277, 4, 686.9, 710.9], [278, 13, 710.9, 739.9], [279, 4, 739.9, 776.9], [408, 10, 658.9, 692.9], [410, 11, 692.9, 708.9], [83, 12, 401.3, 409.2], [137, 12, 409.2, 422.2], [383, 9, 558.0, 605.0], [384, 12, 605.0, 635.0], [385, 2, 655.9, 673.9], [491, 14, 544.9, 554.9], [241, 4, 776.9, 790.5], [248, 13, 790.5, 810.3], [231, 14, 554.9, 581.6], [232, 3, 673.9, 680.6999999999999], [359, 3, 680.6999999999999, 726.6999999999999], [360, 7, 726.6999999999999, 731.6999999999999], [361, 7, 731.6999999999999, 743.6999999999999], [362, 3, 743.6999999999999, 748.6999999999999], [364, 9, 748.6999999999999, 752.6999999999999], [365, 2, 752.6999999999999, 779.6999999999999], [367, 9, 779.6999999999999, 800.6999999999999], [368, 1, 800.6999999999999, 812.6999999999999], [369, 10, 812.6999999999999, 859.6999999999999], [124, 11, 708.9, 739.9], [133, 8, 739.9, 769.9], [134, 14, 769.9, 810.9], [135, 6, 810.9, 836.9], [136, 14, 836.9, 854.9], [102, 12, 635.0, 645.0], [54, 14, 854.9, 867.9], [213, 4, 790.5, 819.5], [214, 3, 819.5, 853.5], [215, 15, 853.5, 866.5], [216, 14, 867.9, 892.9], [217, 13, 892.9, 900.9], [218, 11, 900.9, 928.9], [221, 4, 928.9, 965.9], [477, 5, 331.7, 358.7], [478, 11, 928.9, 948.9], [392, 4, 965.9, 1015.9], [403, 3, 1015.9, 1058.9], [44, 6, 836.9, 869.9], [45, 10, 869.9, 887.9], [46, 9, 887.9, 904.9], [47, 8, 904.9, 942.9], [48, 11, 948.9, 963.9], [289, 8, 942.9, 959.9], [290, 5, 959.9, 965.9], [292, 7, 965.9, 992.9], [293, 2, 992.9, 1002.9], [294, 4, 1015.9, 1061.9], [428, 7, 992.9, 1006.4], [426, 12, 645.0, 652.9], [230, 14, 965.9, 1000.9], [406, 10, 1058.9, 1094.9], [407, 14, 1094.9, 1122.9], [404, 10, 1094.9, 1138.9], [298, 12, 1061.9, 1066.9], [405, 14, 1138.9, 1169.9], [407, 14, 1169.9, 1197.9], [299, 2, 1066.9, 1113.9], [300, 1, 1113.9, 1140.9], [301, 9, 1140.9, 1158.9], [306, 13, 1158.9, 1184.9], [53, 10, 1138.9, 1152.9], [56, 12, 1066.9, 1110.9], [307, 2, 1113.9, 1144.9], [308, 6, 1144.9, 1162.9], [57, 13, 1184.9, 1213.9], [309, 10, 1162.9, 1190.9], [480, 14, 1197.9, 1211.9], [249, 4, 1061.9, 1076.4], [288, 7, 1006.4, 1040.4], [411, 12, 1110.9, 1158.9], [140, 3, 1058.9, 1079.9], [141, 7, 1079.9, 1113.9], [250, 8, 959.9, 978.8], [55, 5, 965.9, 996.9], [58, 12, 1213.9, 1228.9], [59, 9, 1228.9, 1252.9], [376, 15, 866.5, 916.5], [427, 4, 1076.4, 1107.8000000000002], [172, 5, 996.9, 1039.9], [173, 5, 1039.9, 1053.9], [103, 9, 1252.9, 1280.9], [104, 4, 1280.9, 1322.9], [77, 7, 1113.9, 1147.9], [450, 1, 1140.9, 1163.9], [451, 6, 1163.9, 1208.9], [452, 3, 1208.9, 1213.9], [453, 5, 1213.9, 1252.9], [454, 7, 1252.9, 1288.9], [455, 15, 1288.9, 1317.9], [387, 8, 978.8, 984.8], [105, 14, 1211.9, 1240.9], [106, 10, 1322.9, 1329.9], [492, 15, 1317.9, 1335.9], [495, 13, 1335.9, 1365.9], [493, 15, 1335.9, 1378.9], [494, 12, 1378.9, 1421.9], [496, 4, 1365.9, 1397.9], [497, 11, 1421.9, 1460.9], [498, 8, 1460.9, 1507.9], [440, 6, 1208.9, 1221.2], [441, 8, 1507.9, 1525.7], [442, 14, 1525.7, 1555.9], [443, 3, 1555.9, 1570.4], [358, 11, 1460.9, 1477.9], [151, 3, 1570.4, 1598.4], [152, 10, 1598.4, 1646.4], [10, 12, 1421.9, 1426.9], [11, 2, 1426.9, 1473.9], [12, 1, 1473.9, 1500.9], [13, 9, 1500.9, 1518.9], [18, 13, 1518.9, 1544.9], [382, 5, 1252.9, 1295.9], [84, 6, 1221.2, 1282.4], [326, 9, 1518.9, 1538.7], [327, 13, 1544.9, 1566.2], [328, 2, 1566.2, 1581.8], [329, 6, 1581.8, 1603.6], [420, 13, 1566.2, 1602.2], [227, 5, 1295.9, 1319.9], [228, 13, 1602.2, 1616.2], [229, 3, 1616.2, 1637.2], [230, 7, 1637.2, 1671.2], [330, 12, 1426.9, 1450.3000000000002], [331, 12, 1450.3000000000002, 1470.4], [138, 3, 1637.2, 1664.2], [139, 13, 1664.2, 1678.2], [140, 3, 1678.2, 1699.2], [147, 8, 1525.7, 1572.7], [41, 6, 1603.6, 1622.6], [42, 5, 1622.6, 1636.6], [43, 5, 1636.6, 1653.6], [157, 15, 1378.9, 1397.9], [158, 10, 1646.4, 1678.4], [422, 14, 1555.9, 1574.8000000000002], [79, 12, 1470.4, 1491.2], [424, 6, 1622.6, 1635.1999999999998], [353, 2, 1581.8, 1623.8], [39, 15, 1397.9, 1447.9], [19, 1, 1500.9, 1535.9], [20, 6, 1635.1999999999998, 1653.1999999999998], [21, 10, 1678.4, 1706.4], [81, 8, 1572.7, 1612.8], [112, 5, 1653.6, 1699.6], [194, 3, 1699.2, 1720.2], [195, 5, 1720.2, 1734.2], [196, 5, 1734.2, 1751.2], [418, 14, 1574.8000000000002, 1616.8000000000002], [182, 9, 1538.7, 1548.7], [183, 1, 1548.7, 1581.7], [180, 8, 1612.8, 1618.8], [181, 4, 1618.8, 1658.8], [184, 5, 1751.2, 1789.2], [390, 3, 1720.2, 1742.2], [285, 5, 1789.2, 1813.2], [286, 13, 1813.2, 1827.2], [287, 3, 1827.2, 1848.2], [288, 7, 1848.2, 1882.2], [413, 14, 1616.8000000000002, 1652.8000000000002], [414, 13, 1827.2, 1835.2], [415, 5, 1835.2, 1856.2], [416, 6, 1856.2, 1885.2], [206, 7, 1882.2, 1892.2], [389, 1, 1581.7, 1590.7], [391, 1, 1742.2, 1784.2], [208, 8, 1618.8, 1652.8], [256, 8, 1652.8, 1678.2], [257, 3, 1848.2, 1857.1000000000001], [348, 8, 1678.2, 1695.2], [520, 6, 1885.2, 1921.9], [522, 11, 1921.9, 1938.6000000000001], [517, 6, 1921.9, 1953.1000000000001], [518, 3, 1953.1000000000001, 1962.0000000000002], [524, 12, 1491.2, 1526.8], [525, 12, 1526.8, 1545.7], [526, 9, 1548.7, 1575.5], [527, 12, 1575.5, 1593.8], [528, 13, 1835.2, 1865.9], [263, 9, 1575.5, 1595.4], [264, 9, 1595.4, 1602.1000000000001], [178, 12, 1593.8, 1618.8], [209, 1, 1784.2, 1831.2], [210, 10, 1831.2, 1857.2], [211, 12, 1857.2, 1872.2], [212, 9, 1872.2, 1896.2], [122, 15, 1447.9, 1466.9], [123, 10, 1857.2, 1889.2], [98, 4, 1658.8, 1667.8], [100, 9, 1896.2, 1925.2], [101, 3, 1962.0000000000002, 1970.0000000000002], [160, 7, 1892.2, 1913.2], [162, 15, 1913.2, 1928.2], [163, 6, 1953.1000000000001, 1958.1000000000001], [164, 6, 1958.1000000000001, 1987.1000000000001], [459, 9, 1925.2, 1950.2], [253, 5, 1856.2, 1870.5], [254, 4, 1870.5, 1906.7], [74, 13, 1865.9, 1891.9], [75, 13, 1891.9, 1905.9], [76, 2, 1905.9, 1932.9], [77, 7, 1932.9, 1966.9], [514, 5, 1870.5, 1884.8], [515, 4, 1906.7, 1942.9], [165, 15, 1928.2, 1934.2], [168, 14, 1934.2, 1944.2], [169, 15, 1944.2, 1964.2], [170, 6, 1987.1000000000001, 2028.1000000000001], [186, 10, 1889.2, 1930.2], [190, 8, 1930.2, 1956.2], [191, 7, 1966.9, 2005.9], [192, 10, 2005.9, 2042.9], [116, 11, 1938.6000000000001, 1965.6000000000001], [117, 13, 1965.6000000000001, 2015.6000000000001], [255, 11, 1965.6000000000001, 1981.4], [87, 15, 1964.2, 1982.2], [88, 15, 1982.2, 2025.2], [90, 13, 2015.6000000000001, 2045.6000000000001], [89, 12, 2025.2, 2068.2], [91, 4, 2045.6000000000001, 2077.6000000000004], [92, 11, 2077.6000000000004, 2116.6000000000004], [93, 8, 2116.6000000000004, 2163.6000000000004], [516, 10, 2042.9, 2054.6], [482, 12, 2068.2, 2083.5], [484, 8, 2163.6000000000004, 2176.0000000000005], [485, 1, 2176.0000000000005, 2190.6000000000004]]"
