Iteration,Makespan
1,1101
2,780.4000000000001
3,876.0
4,838.5
5,1142.7
6,1130.9
7,860.9
8,1113.1
9,997.5
10,1070.2
11,1176.3999999999999
12,710.4
13,869.9
14,946.4999999999999
15,879.3000000000001
16,839.2
17,885.6
18,863.9
19,787.1
20,1071.6
21,960.5999999999999
22,940.3000000000001
23,889.3
24,939.9
25,890.5
26,884.6
27,1000.7
28,834.7
29,883.1
30,1051.5
31,1006.1999999999998
32,1111.8000000000002
33,1223.6999999999998
34,1059.7999999999997
35,1231.2
36,1023.3000000000001
37,1135
38,992.4999999999999
39,756.3000000000001
40,771.4000000000001
41,932.3000000000001
42,1029.3
43,954.8
44,1077.9
45,1121.8
46,910.9999999999999
47,1034.5
48,857.3000000000001
49,787.6999999999999
50,1109.6
