Iteration,Makespan
1,670.9
2,933.6
3,657.2
4,848.1999999999999
5,633.1
6,451.7
7,707.3000000000001
8,696.9
9,905.5000000000001
10,835.3000000000001
11,910.2
12,743.6
13,579.8000000000001
14,770.7
15,798.6
16,918.0999999999999
17,790.5
18,781.9
19,781.7
20,820.9000000000001
21,745.9999999999999
22,947.4
23,778.6999999999999
24,911.4
25,901.1999999999998
26,762.3999999999999
27,936.5
28,889.4
29,755.8
30,878.3
31,657.4
32,685.4000000000001
33,748.5
34,820.0
35,697.0
36,823.1999999999999
37,663.3
38,783.1
39,752.8
40,704.0999999999999
41,912.0999999999999
42,872.4
43,782.7
44,876.7
45,795.3
46,835.4
47,849.9000000000001
48,495.29999999999995
49,736.6
50,840.7
