Iteration,Makespan
1,829.8000000000001
2,789.2
3,828.7
4,773.5
5,709.7
6,930.4000000000001
7,730.0999999999999
8,635.3
9,776.9000000000001
10,907.3
11,810.8
12,801.3000000000001
13,836.1
14,879.2
15,971.6
16,688.4
17,854.1
18,843.9
19,957.0999999999999
20,755
21,747
22,948.6
23,753.3
24,836.5
25,895.0
26,858.3
27,810.7
28,756.4000000000001
29,908.3000000000001
30,883.7
31,782.5999999999999
32,879.2
33,868.0
34,837.5999999999999
35,882.4
36,1078.6
37,1024.9
38,843.5999999999999
39,829.9
40,983.1
41,827
42,771.5
43,985.2
44,1030.9
45,864.9000000000001
46,928.3
47,708.8
48,778.4
49,905.5999999999999
50,858.3
51,1058.1
52,935.7
53,842.1
54,830.9000000000001
55,822.5
56,913.2
57,990.7
58,775.0
59,911.9
60,1160.6
61,759.5
62,753.6
63,919.1
64,855.3
65,1173.8
66,949.3
67,746.8
68,924.7
69,894.4000000000001
70,779.9000000000001
71,936.7
72,1069.4
73,867.6000000000001
74,907.6
75,1001.9
76,1066.0
77,958.9
78,880.3000000000001
79,724.1
80,895.8000000000001
81,829.8
82,915.8
83,825.2
84,1048.2
85,724.0
86,980.1999999999999
87,928.2
88,864.3
89,854.4000000000001
90,1088.7
91,786.7
92,1052.6000000000001
93,649.2
94,848.6
95,734.5
96,770.0
97,830.5
98,889.3
99,763.1999999999999
100,900.0
101,958.8
102,995.0999999999999
103,1065.2
104,1018.1
105,1272.4
106,937.0999999999999
107,802.1
108,822.4
109,1116.3000000000002
110,754.8
111,801.6999999999999
112,1010.6
113,851.1
114,969.1
115,904.2
116,746.9000000000001
117,760.1
118,795.6
119,1014.4
120,841.2
121,834.4000000000001
122,1182.3
123,975.5
124,784.4
125,940.7
126,1006.6
127,1007.6999999999999
128,713.2
129,883.8
130,893.3
131,1126.3000000000002
132,642.2
133,666.9
134,839.1
135,662.5
136,865.0
137,973.6
138,1043.9
139,1076.5
140,772.5000000000001
141,907.6999999999999
142,762
143,652.7
144,722.4
145,949.9999999999999
146,1061.0
147,1022.8
148,904.0999999999999
149,859.9
150,1200.3
151,852.1
152,1035.3
153,863.7
154,1069.8
155,1174
156,891.7
157,1070.8000000000002
158,848.0
159,764.0
160,959.1
161,929.0
162,960.8
163,763.0
164,1117.7
165,895.1
166,1361.0
167,996.6000000000001
168,935.6
169,897.3
170,927.2
171,1005.9
172,972.8
173,755.9
174,748.2
175,848.2
176,1028.9
177,847.4000000000001
178,632.5
179,718.7
180,859.1
181,825.5
182,825.0999999999999
183,871.2
184,1113.9
185,993.0999999999999
186,824.9
187,765.5999999999999
188,972.6
189,829.9
190,701.7
191,897.8
192,1014.4000000000001
193,1081.8000000000002
194,1055.0
195,910.8
196,856
197,847.5
198,1166.2
199,1085.3000000000002
200,930.6
201,791.0
202,1178.9
203,865.4000000000001
204,964.3000000000001
205,876.1999999999999
206,986.0
207,986.0
208,888.4
209,956.1
210,823.7
211,996.7
212,1015.9
213,1160.3
214,1047.6999999999998
