Iteration,schedules
1,"[(142, 3), (145, 1), (146, 9), (44, 6), (50, 4), (51, 7), (52, 2), (262, 11), (159, 12), (153, 5), (155, 2), (156, 1), (124, 4), (133, 4), (134, 14), (135, 6), (136, 14), (419, 2), (388, 7), (265, 8), (267, 12), (499, 2), (510, 1), (511, 2), (207, 14), (94, 3), (97, 3), (359, 10), (360, 7), (363, 8), (364, 9), (365, 12), (367, 9), (368, 1), (369, 10), (118, 13), (119, 6), (85, 5), (337, 11), (338, 10), (342, 13), (343, 11), (102, 15), (54, 14), (213, 5), (222, 8), (223, 14), (224, 6), (225, 14), (439, 15), (78, 8), (383, 9), (386, 14), (456, 1), (457, 10), (310, 13), (323, 13), (324, 8), (252, 1), (73, 2), (481, 5), (171, 2), (354, 2), (355, 1), (356, 9), (460, 11), (465, 6), (471, 14), (472, 4), (473, 1), (474, 4), (475, 9), (476, 13), (325, 12), (332, 14), (334, 11), (335, 2), (429, 7), (436, 11), (437, 3), (438, 10), (421, 6), (40, 3), (179, 14), (425, 9), (519, 13), (284, 8), (408, 10), (409, 7), (231, 15), (235, 1), (392, 4), (393, 15), (394, 12), (395, 4), (396, 2), (398, 3), (399, 6), (401, 5), (402, 1), (241, 4), (248, 13), (271, 11), (272, 3), (273, 15), (277, 4), (278, 13), (279, 4), (423, 7), (289, 8), (290, 5), (291, 15), (294, 11), (82, 9), (428, 5), (477, 10), (478, 3), (236, 15), (237, 13), (238, 5), (513, 1), (412, 6), (1, 7), (2, 5), (4, 7), (5, 2), (6, 4), (375, 9), (86, 14), (148, 13), (149, 13), (491, 14), (197, 6), (203, 9), (204, 7), (205, 2), (444, 2), (448, 3), (449, 4), (268, 14), (270, 15), (417, 10), (38, 9), (258, 7), (261, 5), (107, 8), (110, 1), (111, 9), (83, 12), (185, 15), (60, 3), (69, 4), (70, 14), (71, 6), (72, 14), (426, 12), (174, 13), (175, 15), (349, 6), (350, 3), (113, 3), (114, 13), (137, 12), (377, 1), (378, 12), (226, 12), (22, 10), (23, 7), (26, 8), (27, 9), (28, 2), (29, 2), (32, 10), (193, 4), (80, 5), (353, 2), (39, 2), (116, 11), (450, 1), (117, 10), (451, 6), (227, 5), (452, 3), (453, 9), (454, 7), (151, 11), (152, 13), (455, 15), (10, 12), (112, 8), (81, 6), (11, 9), (14, 11), (16, 14), (17, 7), (517, 8), (18, 13), (518, 3), (228, 13), (229, 3), (230, 7), (186, 10), (190, 4), (191, 7), (192, 10), (382, 5), (514, 5), (194, 3), (195, 5), (196, 5), (206, 7), (76, 2), (77, 14), (178, 4), (515, 4), (480, 14), (516, 10), (427, 4), (418, 1), (413, 14), (414, 13), (415, 6), (416, 6), (19, 2), (20, 6), (21, 1), (250, 8), (411, 12), (524, 6), (525, 14), (376, 2), (288, 14), (526, 9), (527, 12), (528, 10), (424, 6), (138, 5), (139, 13), (140, 3), (141, 7), (298, 6), (299, 2), (302, 11), (303, 8), (305, 7), (306, 13), (41, 3), (42, 5), (43, 5), (84, 4), (443, 5), (249, 6), (307, 2), (308, 6), (309, 10), (492, 15), (495, 13), (493, 15), (496, 12), (494, 12), (497, 11), (498, 8), (520, 9), (523, 8), (87, 11), (88, 15), (89, 12), (90, 13), (91, 4), (92, 11), (93, 8), (358, 11), (348, 8), (285, 13), (286, 13), (287, 3), (288, 7), (256, 8), (257, 3), (180, 8), (181, 4), (387, 13), (422, 12), (56, 12), (57, 10), (253, 5), (254, 4), (459, 7), (172, 15), (173, 5), (182, 9), (183, 1), (184, 5), (326, 9), (327, 14), (328, 2), (329, 6), (209, 12), (210, 10), (79, 14), (420, 5), (255, 10), (160, 7), (162, 3), (163, 6), (164, 6), (105, 9), (440, 6), (441, 8), (442, 14), (443, 3), (330, 3), (331, 12), (53, 7), (147, 8), (55, 5), (58, 1), (59, 9), (208, 4), (211, 12), (212, 11), (122, 15), (123, 10), (389, 1), (157, 15), (158, 14), (390, 9), (391, 1), (103, 15), (104, 4), (106, 10), (74, 13), (75, 13), (76, 3), (263, 7), (264, 9), (482, 12), (486, 1), (487, 6), (165, 10), (166, 8), (167, 7), (169, 15), (170, 4), (98, 4), (99, 4), (101, 3)]"
2,"[(171, 2), (289, 7), (290, 5), (291, 15), (294, 4), (375, 8), (419, 14), (44, 6), (45, 10), (46, 9), (49, 8), (48, 11), (310, 13), (318, 4), (491, 9), (207, 14), (60, 11), (61, 3), (62, 15), (66, 4), (67, 13), (68, 4), (417, 10), (262, 13), (481, 5), (38, 9), (383, 9), (386, 14), (426, 12), (94, 3), (95, 1), (96, 4), (137, 12), (268, 14), (269, 7), (85, 5), (226, 8), (377, 1), (378, 12), (284, 12), (73, 8), (102, 12), (142, 8), (145, 1), (146, 9), (252, 1), (86, 9), (265, 7), (267, 13), (1, 7), (7, 3), (8, 5), (9, 6), (388, 7), (421, 6), (429, 7), (430, 14), (431, 3), (432, 7), (433, 1), (359, 11), (360, 7), (361, 7), (362, 3), (364, 9), (365, 2), (366, 2), (369, 10), (423, 5), (148, 13), (150, 15), (241, 4), (245, 1), (408, 2), (410, 11), (231, 15), (235, 5), (159, 12), (349, 6), (351, 8), (352, 8), (22, 3), (23, 7), (24, 7), (25, 3), (27, 9), (28, 2), (30, 9), (31, 1), (32, 10), (325, 10), (425, 9), (78, 6), (197, 6), (198, 10), (199, 9), (200, 8), (201, 11), (513, 1), (477, 10), (478, 3), (354, 2), (355, 1), (356, 9), (392, 4), (393, 8), (394, 12), (395, 4), (396, 2), (398, 3), (399, 6), (400, 9), (402, 1), (460, 1), (465, 6), (466, 5), (467, 5), (468, 10), (469, 11), (470, 8), (474, 4), (475, 9), (476, 13), (439, 15), (499, 2), (504, 12), (505, 3), (118, 15), (119, 9), (271, 3), (280, 4), (281, 14), (282, 6), (283, 14), (124, 5), (133, 5), (134, 11), (135, 12), (136, 10), (185, 15), (193, 11), (258, 8), (261, 5), (412, 6), (236, 12), (237, 13), (238, 5), (153, 13), (154, 9), (337, 10), (338, 10), (339, 4), (340, 12), (341, 7), (343, 11), (332, 14), (333, 5), (444, 2), (448, 3), (449, 4), (80, 7), (174, 13), (175, 15), (213, 5), (222, 4), (223, 14), (224, 6), (225, 14), (107, 8), (108, 6), (109, 2), (82, 9), (428, 7), (519, 5), (179, 14), (54, 14), (40, 11), (113, 3), (115, 15), (456, 1), (458, 12), (83, 12), (112, 5), (41, 6), (520, 9), (523, 8), (56, 12), (42, 5), (84, 4), (450, 10), (43, 5), (180, 8), (57, 10), (157, 4), (181, 4), (459, 7), (182, 9), (451, 6), (158, 10), (116, 11), (452, 3), (453, 9), (117, 13), (229, 3), (81, 6), (454, 7), (455, 15), (55, 8), (58, 12), (348, 8), (59, 9), (194, 6), (195, 5), (196, 5), (524, 12), (526, 7), (183, 1), (525, 14), (413, 14), (184, 1), (527, 12), (528, 10), (414, 13), (415, 5), (230, 14), (416, 6), (178, 6), (287, 3), (288, 3), (140, 2), (141, 7), (122, 4), (123, 10), (206, 7), (358, 11), (514, 5), (515, 4), (330, 3), (331, 5), (480, 14), (326, 10), (327, 13), (328, 2), (329, 6), (353, 2), (424, 6), (186, 15), (187, 2), (188, 14), (189, 6), (192, 10), (411, 3), (517, 8), (518, 5), (440, 6), (441, 8), (442, 14), (443, 3), (19, 2), (20, 5), (21, 1), (79, 14), (422, 12), (160, 7), (162, 3), (163, 6), (164, 6), (516, 11), (382, 4), (98, 4), (100, 9), (101, 3), (253, 5), (254, 4), (172, 14), (173, 5), (151, 11), (152, 10), (285, 3), (286, 13), (287, 3), (87, 15), (88, 15), (89, 12), (90, 13), (91, 12), (92, 11), (93, 8), (10, 12), (11, 2), (12, 1), (13, 9), (18, 13), (77, 7), (390, 9), (389, 1), (391, 1), (147, 8), (263, 6), (264, 9), (105, 10), (165, 13), (166, 8), (167, 7), (169, 15), (170, 6), (256, 6), (257, 3), (255, 10), (103, 15), (104, 4), (106, 10), (227, 13), (228, 13), (229, 3), (39, 2), (420, 9), (320, 7), (418, 1), (138, 5), (139, 13), (140, 2), (209, 12), (210, 10), (307, 2), (308, 6), (309, 10), (53, 7), (376, 15), (74, 3), (75, 13), (76, 3), (77, 7), (208, 8), (211, 12), (212, 9), (427, 4), (319, 8), (321, 2), (387, 8), (298, 12), (299, 2), (302, 11), (304, 14), (305, 4), (306, 13), (482, 12), (490, 14), (492, 15), (495, 13), (493, 15), (496, 12), (494, 12), (497, 11), (498, 8)]"
3,"[(171, 2), (213, 4), (222, 4), (223, 14), (224, 6), (225, 14), (325, 12), (60, 11), (69, 8), (70, 11), (71, 12), (72, 10), (54, 14), (265, 6), (267, 12), (359, 10), (370, 6), (371, 10), (372, 6), (373, 4), (374, 14), (354, 2), (357, 3), (408, 10), (410, 11), (207, 13), (148, 3), (149, 13), (258, 8), (259, 1), (456, 1), (457, 14), (310, 13), (318, 4), (426, 12), (284, 12), (337, 10), (344, 9), (345, 2), (347, 1), (113, 7), (114, 13), (481, 5), (289, 7), (295, 3), (296, 5), (297, 6), (185, 15), (73, 12), (349, 6), (351, 8), (352, 1), (425, 9), (262, 11), (421, 6), (174, 4), (175, 15), (80, 5), (477, 5), (479, 14), (44, 3), (50, 9), (51, 7), (52, 2), (1, 7), (2, 5), (4, 7), (5, 2), (6, 4), (159, 14), (231, 15), (233, 12), (234, 4), (499, 2), (500, 3), (86, 9), (197, 11), (198, 10), (199, 9), (202, 8), (201, 11), (428, 7), (179, 14), (142, 3), (145, 1), (146, 9), (236, 9), (237, 13), (238, 5), (332, 15), (334, 11), (335, 8), (392, 4), (403, 3), (40, 4), (491, 9), (83, 12), (102, 12), (82, 9), (444, 2), (448, 3), (449, 4), (377, 1), (378, 12), (412, 1), (419, 11), (78, 6), (118, 13), (119, 9), (383, 9), (384, 8), (385, 2), (460, 2), (461, 7), (462, 3), (463, 4), (464, 1), (241, 7), (245, 1), (94, 9), (95, 1), (96, 4), (417, 2), (85, 5), (22, 3), (33, 6), (34, 10), (35, 6), (36, 4), (37, 14), (375, 8), (107, 8), (110, 1), (111, 9), (271, 11), (272, 15), (273, 15), (274, 14), (275, 13), (276, 11), (279, 4), (153, 15), (154, 9), (268, 14), (270, 15), (38, 8), (513, 1), (429, 7), (430, 14), (431, 3), (432, 7), (433, 1), (388, 7), (137, 12), (519, 5), (439, 13), (124, 11), (133, 8), (134, 14), (135, 6), (136, 14), (193, 3), (252, 1), (226, 8), (423, 7), (440, 6), (288, 3), (98, 4), (99, 4), (157, 4), (424, 2), (441, 8), (101, 2), (253, 5), (389, 1), (255, 10), (112, 5), (442, 14), (390, 9), (391, 1), (254, 4), (256, 8), (227, 13), (140, 3), (257, 3), (141, 7), (443, 5), (158, 3), (194, 6), (514, 7), (515, 4), (195, 5), (228, 13), (517, 8), (196, 5), (518, 3), (229, 7), (230, 7), (516, 10), (376, 2), (418, 15), (39, 2), (138, 13), (139, 13), (140, 2), (404, 10), (405, 13), (407, 14), (413, 14), (414, 13), (415, 5), (416, 6), (387, 8), (406, 13), (407, 14), (122, 15), (123, 10), (524, 12), (353, 2), (450, 10), (451, 6), (452, 3), (453, 9), (454, 7), (455, 15), (19, 1), (20, 6), (21, 10), (525, 14), (492, 15), (495, 13), (493, 15), (494, 12), (496, 4), (497, 11), (498, 8), (382, 4), (526, 9), (527, 12), (528, 10), (10, 12), (11, 2), (14, 11), (16, 14), (17, 7), (18, 13), (147, 5), (520, 6), (522, 11), (41, 6), (42, 5), (43, 5), (420, 13), (53, 7), (103, 15), (104, 4), (459, 7), (206, 10), (411, 3), (422, 14), (348, 4), (105, 14), (106, 10), (84, 6), (79, 12), (87, 15), (90, 13), (91, 12), (88, 15), (89, 12), (92, 11), (93, 8), (480, 14), (160, 7), (162, 3), (163, 6), (164, 6), (180, 8), (181, 4), (320, 1), (182, 9), (183, 1), (184, 5), (427, 4), (319, 6), (321, 2), (263, 6), (264, 9), (165, 13), (168, 14), (169, 15), (170, 6), (178, 4), (298, 12), (299, 2), (302, 11), (303, 7), (305, 7), (306, 13), (326, 8), (327, 14), (328, 2), (329, 6), (151, 15), (152, 10), (116, 15), (117, 13), (208, 1), (358, 14), (285, 5), (286, 13), (287, 3), (288, 7), (172, 15), (173, 5), (74, 13), (75, 13), (76, 3), (77, 7), (186, 10), (187, 2), (188, 14), (189, 6), (192, 10), (209, 1), (210, 10), (211, 12), (212, 9), (330, 13), (331, 12), (56, 12), (57, 10), (81, 2), (482, 15), (484, 8), (485, 1), (307, 2), (308, 5), (309, 1), (55, 8), (58, 12), (59, 9)]"
4,"[(44, 6), (45, 10), (46, 9), (47, 8), (48, 11), (85, 5), (185, 15), (349, 6), (351, 5), (352, 1), (271, 4), (280, 4), (281, 14), (282, 6), (283, 14), (519, 5), (226, 8), (284, 12), (477, 11), (478, 3), (207, 14), (82, 9), (142, 3), (145, 1), (146, 9), (429, 7), (436, 13), (437, 3), (438, 10), (107, 3), (110, 1), (111, 9), (428, 7), (513, 1), (423, 7), (265, 8), (266, 11), (325, 12), (332, 14), (336, 12), (444, 2), (448, 3), (449, 4), (310, 8), (311, 8), (174, 2), (175, 15), (252, 1), (1, 7), (7, 3), (8, 5), (9, 6), (197, 11), (203, 4), (204, 7), (205, 2), (231, 15), (232, 3), (153, 13), (154, 9), (419, 9), (54, 14), (193, 4), (236, 9), (239, 10), (240, 8), (86, 14), (481, 5), (83, 12), (148, 7), (149, 13), (40, 11), (102, 5), (159, 12), (113, 13), (115, 15), (268, 6), (269, 9), (137, 10), (179, 14), (289, 7), (290, 5), (291, 15), (294, 4), (262, 15), (375, 9), (359, 10), (360, 7), (361, 7), (362, 3), (364, 9), (365, 2), (367, 9), (368, 1), (369, 10), (94, 9), (95, 1), (96, 7), (354, 2), (357, 3), (22, 4), (23, 7), (24, 7), (25, 3), (27, 9), (28, 2), (29, 2), (32, 10), (417, 2), (78, 3), (171, 2), (337, 10), (344, 9), (346, 15), (347, 1), (124, 5), (125, 10), (126, 15), (127, 14), (128, 13), (129, 11), (132, 4), (425, 9), (213, 4), (214, 3), (215, 15), (216, 14), (217, 13), (218, 11), (221, 4), (118, 15), (119, 9), (388, 7), (377, 1), (378, 12), (426, 12), (392, 4), (403, 3), (412, 1), (241, 7), (246, 7), (247, 9), (421, 8), (60, 5), (61, 3), (62, 15), (63, 14), (64, 13), (65, 11), (68, 4), (460, 1), (461, 7), (462, 13), (463, 7), (464, 1), (383, 9), (384, 8), (385, 2), (491, 14), (456, 6), (457, 10), (80, 7), (499, 6), (510, 1), (511, 2), (439, 11), (73, 8), (258, 8), (259, 1), (38, 11), (408, 10), (410, 11), (492, 15), (493, 15), (495, 13), (81, 6), (494, 12), (404, 10), (77, 14), (39, 15), (440, 6), (405, 14), (407, 14), (122, 15), (411, 3), (387, 8), (406, 13), (407, 14), (496, 4), (497, 11), (123, 10), (441, 8), (498, 8), (382, 5), (442, 2), (74, 5), (75, 8), (443, 3), (76, 3), (77, 7), (141, 14), (459, 7), (230, 7), (427, 4), (348, 8), (413, 14), (414, 13), (415, 5), (416, 6), (172, 5), (173, 5), (98, 4), (100, 9), (101, 2), (418, 1), (79, 14), (307, 1), (308, 6), (309, 10), (116, 11), (117, 10), (389, 1), (358, 6), (390, 9), (391, 1), (298, 12), (299, 9), (302, 11), (303, 8), (305, 7), (306, 13), (151, 11), (152, 10), (263, 9), (264, 9), (206, 7), (103, 15), (104, 4), (112, 8), (41, 3), (42, 5), (43, 5), (194, 6), (195, 5), (196, 5), (105, 14), (106, 6), (422, 14), (376, 15), (482, 12), (484, 6), (485, 1), (84, 4), (55, 5), (157, 15), (158, 10), (147, 5), (253, 7), (254, 4), (312, 14), (524, 12), (525, 12), (138, 5), (139, 13), (140, 3), (141, 7), (180, 8), (181, 4), (420, 13), (526, 3), (527, 12), (528, 10), (450, 10), (451, 6), (452, 3), (453, 9), (454, 7), (455, 15), (209, 12), (210, 10), (256, 8), (257, 3), (186, 15), (190, 4), (191, 7), (192, 10), (424, 2), (165, 13), (166, 8), (167, 7), (169, 15), (19, 2), (20, 6), (21, 10), (353, 2), (517, 13), (518, 3), (287, 14), (288, 7), (56, 1), (57, 10), (58, 12), (59, 9), (10, 12), (11, 2), (12, 1), (13, 9), (18, 13), (87, 15), (88, 15), (89, 12), (90, 13), (91, 12), (92, 11), (93, 8), (520, 6), (522, 11), (182, 6), (183, 1), (184, 5), (160, 7), (162, 3), (163, 6), (164, 6), (170, 6), (514, 5), (515, 4), (285, 13), (286, 13), (287, 3), (227, 13), (228, 13), (229, 3), (230, 7), (208, 4), (211, 12), (212, 9), (480, 14), (313, 13), (314, 10), (178, 12), (330, 12), (331, 12), (326, 8), (327, 13), (328, 2), (329, 6), (255, 10), (53, 7), (516, 10)]"
5,"[(94, 9), (95, 1), (96, 4), (375, 8), (241, 4), (248, 13), (22, 11), (33, 6), (34, 10), (35, 6), (36, 4), (37, 14), (456, 6), (457, 10), (82, 9), (325, 12), (38, 8), (337, 10), (338, 10), (342, 13), (343, 11), (377, 1), (379, 6), (380, 7), (381, 2), (54, 14), (289, 7), (290, 5), (291, 15), (294, 4), (231, 15), (235, 5), (428, 5), (491, 14), (284, 2), (258, 7), (261, 5), (425, 9), (107, 3), (110, 5), (111, 9), (265, 8), (267, 12), (142, 3), (145, 1), (146, 9), (519, 13), (207, 2), (236, 15), (237, 6), (238, 5), (60, 4), (61, 3), (62, 15), (66, 4), (67, 13), (68, 4), (124, 3), (125, 3), (126, 15), (127, 14), (128, 13), (129, 11), (132, 4), (213, 5), (222, 8), (223, 11), (224, 6), (225, 14), (359, 11), (360, 7), (361, 7), (362, 3), (364, 9), (365, 2), (366, 2), (369, 10), (439, 15), (40, 3), (179, 14), (262, 13), (444, 2), (448, 3), (449, 4), (137, 12), (1, 7), (2, 5), (3, 15), (6, 4), (429, 7), (430, 14), (431, 3), (432, 7), (433, 1), (421, 6), (171, 2), (86, 14), (408, 2), (410, 11), (44, 11), (50, 9), (51, 7), (52, 2), (102, 12), (113, 7), (115, 15), (481, 5), (226, 10), (85, 5), (153, 15), (155, 2), (156, 1), (426, 12), (310, 8), (315, 6), (316, 12), (317, 1), (252, 1), (148, 3), (150, 15), (174, 4), (176, 2), (177, 2), (80, 7), (332, 14), (333, 5), (73, 8), (460, 1), (465, 6), (471, 14), (472, 4), (473, 1), (474, 4), (475, 9), (476, 13), (383, 9), (386, 14), (159, 14), (513, 1), (419, 9), (392, 4), (393, 15), (394, 12), (395, 4), (396, 2), (398, 3), (399, 6), (400, 9), (402, 1), (271, 5), (272, 3), (273, 15), (277, 4), (278, 13), (279, 4), (193, 11), (417, 10), (477, 5), (478, 3), (78, 6), (412, 6), (268, 14), (269, 7), (423, 7), (83, 12), (118, 13), (119, 9), (185, 15), (197, 3), (203, 9), (204, 7), (205, 2), (388, 7), (499, 2), (506, 1), (507, 4), (508, 9), (354, 10), (357, 12), (349, 6), (351, 8), (352, 1), (160, 7), (162, 3), (163, 6), (353, 2), (122, 4), (206, 7), (390, 9), (389, 1), (123, 10), (84, 4), (391, 1), (480, 14), (165, 13), (168, 14), (164, 6), (288, 7), (420, 13), (79, 14), (424, 6), (186, 10), (190, 4), (191, 7), (192, 10), (413, 5), (517, 8), (518, 3), (253, 5), (169, 15), (254, 2), (414, 13), (170, 6), (514, 5), (415, 5), (387, 8), (416, 6), (515, 2), (178, 4), (151, 11), (81, 6), (358, 11), (256, 8), (152, 10), (257, 3), (516, 10), (157, 15), (158, 10), (255, 11), (87, 15), (88, 15), (89, 12), (90, 13), (91, 4), (92, 11), (93, 8), (53, 7), (411, 3), (116, 11), (117, 10), (172, 15), (173, 5), (19, 1), (20, 6), (21, 1), (482, 12), (486, 1), (487, 6), (227, 5), (228, 13), (229, 3), (230, 7), (194, 6), (195, 5), (196, 5), (41, 6), (42, 5), (43, 5), (10, 12), (11, 2), (14, 7), (16, 14), (17, 7), (18, 13), (450, 10), (451, 6), (452, 3), (453, 9), (454, 7), (455, 15), (443, 5), (418, 14), (440, 2), (441, 8), (442, 14), (443, 3), (180, 8), (181, 4), (141, 7), (182, 12), (183, 1), (184, 5), (77, 7), (422, 14), (74, 5), (75, 13), (76, 2), (77, 14), (427, 4), (112, 5), (263, 9), (264, 9), (524, 12), (525, 14), (526, 9), (527, 12), (528, 10), (147, 5), (98, 4), (99, 4), (101, 3), (376, 2), (382, 5), (138, 13), (139, 13), (140, 3), (141, 14), (208, 8), (249, 6), (285, 13), (286, 13), (287, 3), (288, 7), (55, 8), (520, 6), (523, 8), (209, 12), (210, 10), (211, 12), (212, 9), (105, 14), (348, 8), (307, 1), (308, 6), (309, 10), (39, 15), (459, 9), (492, 15), (495, 13), (496, 12), (493, 15), (494, 12), (497, 11), (498, 8), (103, 15), (104, 4), (106, 10), (56, 12), (57, 10), (58, 12), (59, 9), (298, 12), (299, 2), (300, 1), (301, 9), (306, 13), (330, 12), (331, 12), (326, 8), (327, 13), (328, 2), (329, 6), (250, 8)]"
6,"[(54, 14), (412, 6), (22, 11), (23, 7), (26, 8), (27, 9), (28, 2), (30, 9), (31, 1), (32, 10), (44, 3), (50, 9), (51, 7), (52, 2), (124, 4), (133, 4), (134, 14), (135, 6), (136, 14), (284, 8), (265, 7), (266, 11), (80, 5), (477, 10), (479, 14), (102, 12), (113, 13), (115, 15), (289, 8), (295, 3), (296, 5), (297, 6), (423, 7), (40, 3), (271, 11), (280, 4), (281, 14), (282, 6), (283, 14), (337, 10), (338, 10), (342, 13), (343, 11), (262, 15), (226, 2), (419, 9), (38, 9), (392, 4), (403, 3), (513, 1), (388, 5), (241, 7), (246, 7), (247, 9), (408, 2), (409, 7), (519, 13), (153, 15), (154, 9), (197, 6), (198, 10), (199, 9), (200, 8), (201, 11), (429, 7), (430, 12), (431, 8), (432, 7), (433, 1), (421, 6), (310, 8), (318, 10), (83, 12), (231, 15), (235, 5), (118, 13), (119, 6), (193, 11), (375, 8), (439, 15), (332, 14), (334, 11), (335, 2), (325, 12), (354, 2), (357, 3), (86, 14), (207, 14), (481, 5), (236, 12), (239, 10), (240, 8), (78, 3), (460, 1), (465, 6), (466, 5), (467, 5), (468, 10), (469, 11), (470, 8), (474, 4), (475, 9), (476, 13), (213, 4), (222, 4), (223, 14), (224, 6), (225, 14), (85, 7), (428, 5), (383, 9), (384, 8), (385, 2), (1, 8), (7, 3), (8, 5), (9, 6), (148, 3), (149, 13), (425, 9), (258, 7), (261, 5), (349, 6), (350, 3), (82, 9), (107, 8), (108, 8), (109, 2), (60, 11), (69, 8), (70, 14), (71, 6), (72, 14), (426, 12), (179, 5), (73, 12), (499, 6), (504, 12), (505, 3), (142, 8), (145, 1), (146, 9), (268, 14), (269, 7), (377, 1), (378, 13), (171, 2), (252, 1), (137, 10), (491, 9), (456, 1), (457, 10), (444, 2), (445, 12), (446, 9), (447, 5), (185, 15), (417, 10), (159, 12), (94, 3), (95, 1), (96, 4), (174, 4), (176, 2), (177, 2), (359, 11), (370, 6), (371, 10), (372, 6), (373, 6), (374, 14), (450, 10), (98, 4), (99, 4), (147, 5), (353, 2), (451, 6), (382, 5), (112, 5), (160, 7), (162, 3), (163, 3), (418, 15), (459, 7), (101, 3), (165, 13), (166, 8), (167, 7), (492, 15), (495, 13), (452, 3), (496, 12), (493, 15), (172, 4), (255, 10), (453, 9), (494, 12), (454, 7), (455, 15), (164, 10), (497, 11), (253, 7), (498, 8), (169, 11), (254, 4), (178, 8), (170, 6), (19, 1), (10, 12), (173, 5), (151, 11), (152, 10), (11, 2), (14, 11), (16, 14), (17, 7), (18, 13), (20, 5), (21, 10), (256, 8), (257, 3), (387, 8), (180, 8), (181, 4), (76, 2), (77, 7), (79, 14), (182, 9), (183, 1), (184, 5), (376, 15), (229, 3), (230, 7), (404, 10), (405, 14), (407, 14), (358, 11), (138, 5), (139, 13), (140, 3), (141, 7), (406, 13), (407, 14), (319, 6), (206, 7), (74, 5), (75, 13), (76, 3), (84, 4), (427, 4), (194, 3), (195, 5), (196, 5), (443, 3), (87, 15), (90, 13), (91, 12), (88, 15), (89, 12), (92, 11), (93, 8), (209, 12), (210, 10), (326, 9), (327, 13), (328, 2), (329, 6), (122, 4), (123, 10), (320, 7), (321, 2), (348, 8), (157, 4), (158, 10), (524, 12), (525, 14), (330, 3), (331, 12), (520, 7), (523, 8), (422, 14), (411, 3), (208, 5), (211, 12), (212, 9), (287, 2), (288, 7), (526, 1), (527, 12), (528, 10), (307, 1), (308, 6), (309, 10), (39, 15), (41, 6), (42, 5), (43, 5), (186, 10), (187, 2), (188, 14), (189, 6), (192, 10), (105, 14), (482, 12), (488, 10), (489, 8), (56, 12), (57, 10), (116, 11), (117, 13), (227, 5), (228, 4), (229, 3), (81, 8), (298, 12), (299, 9), (302, 11), (304, 14), (305, 7), (306, 13), (424, 6), (103, 9), (104, 4), (106, 6), (480, 14), (420, 13), (53, 7), (390, 6), (440, 2), (441, 8), (442, 14), (443, 3), (516, 12), (517, 8), (518, 5), (413, 5), (414, 13), (415, 5), (416, 6), (263, 7), (264, 9), (514, 7), (515, 4), (285, 13), (286, 13), (287, 3), (55, 4), (58, 12), (59, 9), (389, 1), (391, 1)]"
